GeneSetName	Spearman.rho.estimate	p.value	method	alternative	q.value	n
GO_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	0.09746068724519509	0.3316831355401798	Spearman's rank correlation rho	two.sided	0.6560151650883909	101
GO_DISORDERED_DOMAIN_SPECIFIC_BINDING	0.25000000000000006	0.33183678483442947	Spearman's rank correlation rho	two.sided	0.6560151650883909	17
GO_PHOSPHATIDYLSERINE_BINDING	0.25000000000000006	0.33183678483442947	Spearman's rank correlation rho	two.sided	0.6560151650883909	17
GO_SEX_CHROMOSOME	-0.25000000000000006	0.33183678483442947	Spearman's rank correlation rho	two.sided	0.6560151650883909	17
GO_SCHAFFER_COLLATERAL_CA1_SYNAPSE	0.2162619988706945	0.33213477710062844	Spearman's rank correlation rho	two.sided	0.6564008002683229	22
GO_POTASSIUM_CHANNEL_REGULATOR_ACTIVITY	-0.2678571428571428	0.3334455165073584	Spearman's rank correlation rho	two.sided	0.6581377379692505	15
GO_MRNA_TRANSPORT	0.10799838922084001	0.33346071015047585	Spearman's rank correlation rho	two.sided	0.6581377379692505	82
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	-0.13930372148859543	0.3335710522433244	Spearman's rank correlation rho	two.sided	0.6581377379692505	50
GO_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT	0.23333333333333336	0.334845965988391	Spearman's rank correlation rho	two.sided	0.6581377379692505	19
GO_VISUAL_BEHAVIOR	0.24045407636738905	0.335044361994686	Spearman's rank correlation rho	two.sided	0.6581377379692505	18
GO_NEUTRAL_LIPID_METABOLIC_PROCESS	0.14664031620553358	0.3352868534097166	Spearman's rank correlation rho	two.sided	0.6581377379692505	45
GO_REGULATION_OF_TRANSPORTER_ACTIVITY	0.1031664964249234	0.33536352142709813	Spearman's rank correlation rho	two.sided	0.6581377379692505	89
GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	0.101397900836891	0.3355454473208325	Spearman's rank correlation rho	two.sided	0.6581377379692505	92
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.13449443638122882	0.3359591138229356	Spearman's rank correlation rho	two.sided	0.6581377379692505	53
GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	0.15572232645403375	0.3360413100599732	Spearman's rank correlation rho	two.sided	0.6581377379692505	40
GO_ATPASE_REGULATOR_ACTIVITY	-0.2	0.3362067476375376	Spearman's rank correlation rho	two.sided	0.6581377379692505	25
GO_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.36666666666666664	0.33625992063492066	Spearman's rank correlation rho	two.sided	0.6581377379692505	9
GO_CORNIFICATION	0.36666666666666664	0.33625992063492066	Spearman's rank correlation rho	two.sided	0.6581377379692505	9
GO_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS	0.36666666666666664	0.33625992063492066	Spearman's rank correlation rho	two.sided	0.6581377379692505	9
GO_O_METHYLTRANSFERASE_ACTIVITY	0.36666666666666664	0.33625992063492066	Spearman's rank correlation rho	two.sided	0.6581377379692505	9
GO_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_BINDING	-0.36666666666666664	0.33625992063492066	Spearman's rank correlation rho	two.sided	0.6581377379692505	9
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	-0.36666666666666664	0.33625992063492066	Spearman's rank correlation rho	two.sided	0.6581377379692505	9
GO_PROTEOGLYCAN_BINDING	-0.36666666666666664	0.33625992063492066	Spearman's rank correlation rho	two.sided	0.6581377379692505	9
GO_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.36666666666666664	0.33625992063492066	Spearman's rank correlation rho	two.sided	0.6581377379692505	9
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION	-0.36666666666666664	0.33625992063492066	Spearman's rank correlation rho	two.sided	0.6581377379692505	9
GO_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS	0.1259794387329814	0.33657381919899393	Spearman's rank correlation rho	two.sided	0.6581377379692505	60
GO_HISTONE_H3_ACETYLATION	-0.17212566844919786	0.3367242240055599	Spearman's rank correlation rho	two.sided	0.6581377379692505	33
GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	0.0813947514876493	0.33688914627317224	Spearman's rank correlation rho	two.sided	0.6581377379692505	141
GO_CELLULAR_RESPONSE_TO_ALCOHOL	0.1778225806451613	0.33707454977425755	Spearman's rank correlation rho	two.sided	0.6581377379692505	31
GO_T_CELL_HOMEOSTASIS	0.21400338791643136	0.3373112424376802	Spearman's rank correlation rho	two.sided	0.6581377379692505	22
GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.25588235294117645	0.3375735243796544	Spearman's rank correlation rho	two.sided	0.6581377379692505	16
GO_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	-0.25588235294117645	0.3375735243796544	Spearman's rank correlation rho	two.sided	0.6581377379692505	16
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	0.20849802371541504	0.33811790346853443	Spearman's rank correlation rho	two.sided	0.6581377379692505	23
GO_MUSCLE_ORGAN_MORPHOGENESIS	0.19108669108669107	0.338133974987934	Spearman's rank correlation rho	two.sided	0.6581377379692505	27
GO_GLYCEROLIPID_CATABOLIC_PROCESS	0.19047619047619047	0.3397033557980759	Spearman's rank correlation rho	two.sided	0.6581377379692505	27
GO_GOLGI_LUMEN	0.17997775305895441	0.3397511983914393	Spearman's rank correlation rho	two.sided	0.6581377379692505	30
GO_HEAT_SHOCK_PROTEIN_BINDING	0.1219758064516129	0.34004507923561966	Spearman's rank correlation rho	two.sided	0.6581377379692505	63
GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	0.1866447728516694	0.34006020608710386	Spearman's rank correlation rho	two.sided	0.6581377379692505	28
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	0.26428571428571423	0.340147418837509	Spearman's rank correlation rho	two.sided	0.6581377379692505	15
GO_LONG_CHAIN_FATTY_ACID_TRANSPORT	0.17661290322580647	0.34041458786843093	Spearman's rank correlation rho	two.sided	0.6581377379692505	31
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION	0.17078877005347592	0.3405361607696628	Spearman's rank correlation rho	two.sided	0.6581377379692505	33
GO_TELOMERE_ORGANIZATION	-0.10709123757904246	0.34060037769853424	Spearman's rank correlation rho	two.sided	0.6581377379692505	81
GO_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX	0.17953281423804227	0.3409625439795904	Spearman's rank correlation rho	two.sided	0.6581377379692505	30
GO_COLLATERAL_SPROUTING	0.3181818181818182	0.3413548697708165	Spearman's rank correlation rho	two.sided	0.6581377379692505	11
GO_CRISTAE_FORMATION	-0.3181818181818182	0.3413548697708165	Spearman's rank correlation rho	two.sided	0.6581377379692505	11
GO_DEAMINASE_ACTIVITY	0.3181818181818182	0.3413548697708165	Spearman's rank correlation rho	two.sided	0.6581377379692505	11
GO_MATURE_B_CELL_DIFFERENTIATION	0.3181818181818182	0.3413548697708165	Spearman's rank correlation rho	two.sided	0.6581377379692505	11
GO_NUCLEAR_PORE_ORGANIZATION	0.3181818181818182	0.3413548697708165	Spearman's rank correlation rho	two.sided	0.6581377379692505	11
GO_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I	-0.3181818181818182	0.3413548697708165	Spearman's rank correlation rho	two.sided	0.6581377379692505	11
GO_RESPONSE_TO_PROTOZOAN	0.3181818181818182	0.3413548697708165	Spearman's rank correlation rho	two.sided	0.6581377379692505	11
GO_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	0.13296242541525558	0.34153187464387263	Spearman's rank correlation rho	two.sided	0.6581377379692505	53
GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	0.07223466188983431	0.34178624974547467	Spearman's rank correlation rho	two.sided	0.6581377379692505	175
GO_REGULATION_OF_ORGANELLE_ASSEMBLY	0.09785675529028758	0.3422588417391315	Spearman's rank correlation rho	two.sided	0.6581377379692505	96
GO_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS	0.2298245614035088	0.34234046034574406	Spearman's rank correlation rho	two.sided	0.6581377379692505	19
GO_REGULATION_OF_BMP_SIGNALING_PATHWAY	0.1822660098522167	0.34245528633689615	Spearman's rank correlation rho	two.sided	0.6581377379692505	29
GO_PROTEIN_MANNOSYLATION	0.30069930069930073	0.34248337544019264	Spearman's rank correlation rho	two.sided	0.6581377379692505	12
GO_TEMPERATURE_HOMEOSTASIS	0.10858761491672882	0.3432388100328409	Spearman's rank correlation rho	two.sided	0.6581377379692505	78
GO_REGULATION_OF_TRANSLATIONAL_INITIATION	0.13795918367346938	0.3434016820953132	Spearman's rank correlation rho	two.sided	0.6581377379692505	49
GO_PROTEIN_K48_LINKED_UBIQUITINATION	0.1697860962566845	0.3434125206943648	Spearman's rank correlation rho	two.sided	0.6581377379692505	33
GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS	-0.14095744680851063	0.3434933814109665	Spearman's rank correlation rho	two.sided	0.6581377379692505	47
GO_RNA_5_END_PROCESSING	0.2857142857142857	0.34364587302101823	Spearman's rank correlation rho	two.sided	0.6581377379692505	13
GO_POLYOL_METABOLIC_PROCESS	0.13623049219687874	0.3444268638640779	Spearman's rank correlation rho	two.sided	0.6581377379692505	50
GO_NUCLEOLUS	0.04125224401503073	0.344461673031576	Spearman's rank correlation rho	two.sided	0.6581377379692505	527
GO_MITOCHONDRIAL_PROTEIN_COMPLEX	-0.0775803369038624	0.3449564362389773	Spearman's rank correlation rho	two.sided	0.6581377379692505	150
GO_CELL_CELL_JUNCTION	0.07807519888056803	0.3451672512304841	Spearman's rank correlation rho	two.sided	0.6581377379692505	148
GO_ESTROGEN_RECEPTOR_BINDING	0.19179487179487179	0.3463215723616672	Spearman's rank correlation rho	two.sided	0.6581377379692505	26
GO_NUCLEAR_PORE	0.13429864253393664	0.3463691554617876	Spearman's rank correlation rho	two.sided	0.6581377379692505	51
GO_PROTEIN_AUTOPHOSPHORYLATION	0.10852305589147694	0.3467299903241137	Spearman's rank correlation rho	two.sided	0.6581377379692505	77
GO_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_OUTER_MEMBRANE	0.2607142857142857	0.3469275663500981	Spearman's rank correlation rho	two.sided	0.6581377379692505	15
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	0.22105263157894736	0.347374222624089	Spearman's rank correlation rho	two.sided	0.6581377379692505	20
GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	-0.1232008891358711	0.34740515439766423	Spearman's rank correlation rho	two.sided	0.6581377379692505	60
GO_ENDONUCLEASE_COMPLEX	0.23426212590299278	0.34796054010027366	Spearman's rank correlation rho	two.sided	0.6581377379692505	18
GO_ANTIBIOTIC_CATABOLIC_PROCESS	0.1911111111111111	0.348070532191115	Spearman's rank correlation rho	two.sided	0.6581377379692505	26
GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	0.11528037561552848	0.3483674168987514	Spearman's rank correlation rho	two.sided	0.6581377379692505	68
GO_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	0.33333333333333326	0.3488462438721534	Spearman's rank correlation rho	two.sided	0.6581377379692505	10
GO_REGULATION_OF_CHROMOSOME_ORGANIZATION	0.07150108236646566	0.34952621503855724	Spearman's rank correlation rho	two.sided	0.6581377379692505	173
GO_PROTEIN_DIMERIZATION_ACTIVITY	0.0408180783994704	0.3496830716644753	Spearman's rank correlation rho	two.sided	0.6581377379692505	527
GO_GABA_ERGIC_SYNAPSE	0.22631578947368425	0.3499342365360242	Spearman's rank correlation rho	two.sided	0.6581377379692505	19
GO_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	-0.22631578947368425	0.3499342365360246	Spearman's rank correlation rho	two.sided	0.6581377379692505	19
GO_5_3_DNA_HELICASE_ACTIVITY	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_AGGRESOME_ASSEMBLY	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_ANDROGEN_BIOSYNTHETIC_PROCESS	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_BUBBLE_DNA_BINDING	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_CARDIAC_MYOFIBRIL_ASSEMBLY	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_CDP_CHOLINE_PATHWAY	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_CERAMIDE_BINDING	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_CHEMOSENSORY_BEHAVIOR	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_CRANIOFACIAL_SUTURE_MORPHOGENESIS	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_DETOXIFICATION_OF_INORGANIC_COMPOUND	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_DEVELOPMENT_OF_SECONDARY_SEXUAL_CHARACTERISTICS	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_EIF2ALPHA_PHOSPHORYLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_EPITHELIAL_TUBE_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_ER_ASSOCIATED_MISFOLDED_PROTEIN_CATABOLIC_PROCESS	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_FILAMIN_BINDING	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_FOLIC_ACID_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_GAP_JUNCTION_ASSEMBLY	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_GRANULAR_COMPONENT	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_COMPLEX	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDINES	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_INTRACILIARY_TRANSPORT_PARTICLE_A	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_LOCOMOTORY_EXPLORATION_BEHAVIOR	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_MACROMOLECULE_DEPALMITOYLATION	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_MALE_GERM_CELL_NUCLEUS	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_MODULATION_BY_SYMBIONT_OF_HOST_AUTOPHAGY	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_NEGATIVE_REGULATION_OF_NEURON_MIGRATION	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_NEUROTROPHIN_TRK_RECEPTOR_BINDING	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_NUCLEOBASE_TRANSPORT	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_NUCLEOSIDE_TRANSPORT	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_OPSONIN_BINDING	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_ORGAN_INDUCTION	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_PALMITOYL_PROTEIN_HYDROLASE_ACTIVITY	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_PHOSPHATIDYLINOSITOL_MONOPHOSPHATE_PHOSPHATASE_ACTIVITY	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_PLASMA_MEMBRANE_RAFT_ASSEMBLY	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_PLASMA_MEMBRANE_RAFT_ORGANIZATION	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_POSITIVE_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_POSITIVE_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_PROTEASOME_CORE_COMPLEX_ALPHA_SUBUNIT_COMPLEX	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_PROTEIN_AUTO_ADP_RIBOSYLATION	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM_EXIT_SITE	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_PYRUVATE_DEHYDROGENASE_COMPLEX	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_REGULATION_OF_AMYLOID_FIBRIL_FORMATION	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_REGULATION_OF_CILIUM_DEPENDENT_CELL_MOTILITY	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_REGULATION_OF_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_REGULATION_OF_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CENTROSOME	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_REGULATION_OF_TRANSLATION_AT_SYNAPSE_MODULATING_SYNAPTIC_TRANSMISSION	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_REGULATION_OF_VESICLE_SIZE	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_SAGA_COMPLEX	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_SEROTONIN_TRANSPORT	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_SIRNA_BINDING	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_SODIUM_DICARBOXYLATE_SYMPORTER_ACTIVITY	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_SODIUM_POTASSIUM_EXCHANGING_ATPASE_COMPLEX	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_SUBSTRATE_DEPENDENT_CELL_MIGRATION_CELL_EXTENSION	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_THIAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_TRANSCRIPTIONAL_PREINITIATION_COMPLEX	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_TRANSLOCATION_OF_MOLECULES_INTO_HOST	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_UBIQUITIN_PROTEIN_TRANSFERASE_INHIBITOR_ACTIVITY	-0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_VENOUS_BLOOD_VESSEL_DEVELOPMENT	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_VENOUS_BLOOD_VESSEL_MORPHOGENESIS	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_ZONULA_ADHERENS	0.5999999999999999	0.35	Spearman's rank correlation rho	two.sided	0.6581377379692505	5
GO_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	0.14930313588850178	0.35023545795908884	Spearman's rank correlation rho	two.sided	0.6581377379692505	41
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	-0.1293310463121784	0.350275111504423	Spearman's rank correlation rho	two.sided	0.6581377379692505	54
GO_INTERLEUKIN_12_PRODUCTION	0.17597330367074526	0.35074862703249315	Spearman's rank correlation rho	two.sided	0.6581377379692505	30
GO_BASAL_TRANSCRIPTION_MACHINERY_BINDING	0.1491289198606272	0.3508030081510364	Spearman's rank correlation rho	two.sided	0.6581377379692505	41
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	0.0476651369179994	0.35095077550959	Spearman's rank correlation rho	two.sided	0.6581377379692505	385
GO_OSTEOBLAST_DIFFERENTIATION	0.10541490857946555	0.3513223296859042	Spearman's rank correlation rho	two.sided	0.6581377379692505	80
GO_REGULATION_OF_CELLULAR_RESPIRATION	0.24019607843137258	0.3516800201933825	Spearman's rank correlation rho	two.sided	0.6581377379692505	17
GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	0.23219814241486067	0.3523304348791436	Spearman's rank correlation rho	two.sided	0.6581377379692505	18
GO_CARNITINE_SHUTTLE	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_DETERMINATION_OF_ADULT_LIFESPAN	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_ENDODERMAL_CELL_FATE_COMMITMENT	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_ER_UBIQUITIN_LIGASE_COMPLEX	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_MACROPINOCYTOSIS	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_MELANOSOME_MEMBRANE	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_MHC_CLASS_II_PROTEIN_COMPLEX_BINDING	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_MITOTIC_NUCLEAR_ENVELOPE_REASSEMBLY	-0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_NUCLEAR_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	-0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
