gene	Pn	Ps
ENSG00000159403	1	0
ENSG00000159423	1	5
ENSG00000159433	4	2
ENSG00000159445	1	0
ENSG00000159450	4	0
ENSG00000159455	1	0
ENSG00000159495	0	2
ENSG00000159496	3	0
ENSG00000159527	1	0
ENSG00000159556	0	1
ENSG00000159588	2	1
ENSG00000159592	0	2
ENSG00000159593	1	0
ENSG00000159618	0	1
ENSG00000159625	6	0
ENSG00000159640	1	1
ENSG00000159648	1	0
ENSG00000159650	0	2
ENSG00000159674	3	1
ENSG00000159685	1	0
ENSG00000159708	1	0
ENSG00000159733	3	2
ENSG00000159763	1	0
ENSG00000159784	1	0
ENSG00000159788	0	3
ENSG00000159842	2	2
ENSG00000159871	2	1
ENSG00000159882	1	1
ENSG00000159884	2	0
ENSG00000159885	1	0
ENSG00000159899	0	2
ENSG00000159905	2	0
ENSG00000159915	3	1
ENSG00000159917	2	1
ENSG00000159961	3	0
ENSG00000160013	0	2
ENSG00000160072	1	3
ENSG00000160075	0	1
ENSG00000160111	8	4
ENSG00000160113	0	1
ENSG00000160117	7	4
ENSG00000160145	0	10
ENSG00000160161	0	5
ENSG00000160179	2	2
ENSG00000160183	2	1
ENSG00000160185	2	4
ENSG00000160188	1	1
ENSG00000160190	0	1
ENSG00000160191	0	3
ENSG00000160193	3	0
ENSG00000160194	1	1
ENSG00000160208	1	1
ENSG00000160209	2	0
ENSG00000160214	1	3
ENSG00000160218	1	1
ENSG00000160224	1	4
ENSG00000160226	1	2
ENSG00000160229	2	2
ENSG00000160255	0	5
ENSG00000160256	2	0
ENSG00000160271	1	0
ENSG00000160282	1	2
ENSG00000160285	3	4
ENSG00000160293	1	1
ENSG00000160294	1	3
ENSG00000160298	1	0
ENSG00000160299	17	10
ENSG00000160305	0	4
ENSG00000160307	0	1
ENSG00000160310	0	1
ENSG00000160318	0	1
ENSG00000160321	8	5
ENSG00000160323	3	4
ENSG00000160325	0	1
ENSG00000160326	0	1
ENSG00000160336	4	1
ENSG00000160339	2	1
ENSG00000160345	1	0
ENSG00000160352	2	0
ENSG00000160360	3	1
ENSG00000160401	1	1
ENSG00000160404	1	0
ENSG00000160410	0	2
ENSG00000160439	0	3
ENSG00000160445	0	1
ENSG00000160460	3	3
ENSG00000160469	0	1
ENSG00000160505	2	6
ENSG00000160539	2	1
ENSG00000160551	0	2
ENSG00000160570	0	1
ENSG00000160584	1	0
ENSG00000160588	0	2
ENSG00000160593	3	0
ENSG00000160602	0	1
ENSG00000160613	0	2
ENSG00000160654	1	1
ENSG00000160683	0	1
ENSG00000160685	0	2
ENSG00000160695	4	3
ENSG00000160703	2	0
ENSG00000160710	1	1
ENSG00000160712	1	1
ENSG00000160741	1	0
ENSG00000160746	1	0
ENSG00000160752	1	0
ENSG00000160781	1	0
ENSG00000160783	2	0
ENSG00000160789	2	3
ENSG00000160796	2	3
ENSG00000160801	0	1
ENSG00000160803	1	0
ENSG00000160838	3	1
ENSG00000160856	1	0
ENSG00000160862	0	1
ENSG00000160867	3	2
ENSG00000160882	0	3
ENSG00000160883	0	2
ENSG00000160886	0	1
ENSG00000160888	1	0
ENSG00000160917	0	1
ENSG00000160949	2	2
ENSG00000160951	0	1
ENSG00000160953	2	2
ENSG00000160957	3	2
ENSG00000160961	1	1
ENSG00000160963	1	4
ENSG00000160993	1	0
ENSG00000160994	3	2
ENSG00000160999	1	0
ENSG00000161010	3	1
ENSG00000161011	0	2
ENSG00000161021	1	1
ENSG00000161031	5	1
ENSG00000161036	0	2
ENSG00000161040	0	1
ENSG00000161082	0	2
ENSG00000161091	0	2
ENSG00000161133	1	0
ENSG00000161179	2	1
ENSG00000161180	4	0
ENSG00000161202	0	1
ENSG00000161203	2	2
ENSG00000161204	0	1
ENSG00000161217	1	0
ENSG00000161243	2	0
ENSG00000161249	2	2
ENSG00000161265	0	1
ENSG00000161270	1	1
ENSG00000161277	2	0
ENSG00000161298	2	0
ENSG00000161328	4	2
ENSG00000161381	0	1
ENSG00000161395	3	1
ENSG00000161405	0	1
ENSG00000161509	2	1
ENSG00000161513	2	0
ENSG00000161533	2	0
ENSG00000161542	0	1
ENSG00000161544	1	1
ENSG00000161547	0	1
ENSG00000161551	1	1
ENSG00000161558	0	2
ENSG00000161594	0	1
ENSG00000161609	1	2
ENSG00000161618	1	4
ENSG00000161634	2	0
ENSG00000161640	3	1
ENSG00000161642	0	1
ENSG00000161647	0	1
ENSG00000161649	1	0
ENSG00000161652	0	1
ENSG00000161653	0	1
ENSG00000161664	4	0
ENSG00000161671	0	1
ENSG00000161681	1	2
ENSG00000161714	0	2
ENSG00000161807	3	0
ENSG00000161847	0	1
ENSG00000161849	3	7
ENSG00000161850	1	0
ENSG00000161888	1	0
ENSG00000161896	1	3
ENSG00000161904	1	0
ENSG00000161905	0	1
ENSG00000161914	0	1
ENSG00000161921	2	2
ENSG00000161929	0	2
ENSG00000161939	0	1
ENSG00000161944	1	1
ENSG00000161955	1	0
ENSG00000161960	0	1
ENSG00000161992	1	1
ENSG00000161996	7	8
ENSG00000162004	1	0
ENSG00000162006	3	1
ENSG00000162009	1	0
ENSG00000162032	0	1
ENSG00000162039	3	1
ENSG00000162040	3	1
ENSG00000162062	0	1
ENSG00000162069	3	1
ENSG00000162086	1	0
ENSG00000162104	1	3
ENSG00000162105	0	1
ENSG00000162139	0	1
ENSG00000162148	0	1
ENSG00000162174	0	1
ENSG00000162194	1	0
ENSG00000162222	0	2
ENSG00000162231	0	1
ENSG00000162244	1	0
ENSG00000162267	1	1
ENSG00000162298	0	1
ENSG00000162302	1	2
ENSG00000162337	1	3
ENSG00000162341	5	4
ENSG00000162365	6	0
ENSG00000162368	1	0
ENSG00000162373	0	1
ENSG00000162374	1	0
ENSG00000162377	1	0
ENSG00000162378	0	1
ENSG00000162383	1	2
ENSG00000162384	0	1
ENSG00000162391	1	0
ENSG00000162396	2	0
ENSG00000162398	1	1
ENSG00000162399	0	1
ENSG00000162402	2	1
ENSG00000162407	0	1
ENSG00000162408	1	1
ENSG00000162413	0	1
ENSG00000162415	0	2
ENSG00000162426	1	3
ENSG00000162430	1	1
ENSG00000162433	0	1
ENSG00000162434	0	2
ENSG00000162438	0	1
ENSG00000162441	1	0
ENSG00000162458	1	0
ENSG00000162460	0	1
ENSG00000162482	3	1
ENSG00000162490	1	1
ENSG00000162493	0	1
ENSG00000162494	1	1
ENSG00000162496	0	2
ENSG00000162510	0	2
ENSG00000162511	1	1
ENSG00000162512	2	2
ENSG00000162517	0	1
ENSG00000162522	2	2
ENSG00000162542	2	3
ENSG00000162551	2	1
ENSG00000162552	1	0
ENSG00000162571	1	2
ENSG00000162572	0	1
ENSG00000162585	0	1
ENSG00000162591	8	2
ENSG00000162592	3	2
ENSG00000162594	2	0
ENSG00000162598	2	2
ENSG00000162599	0	1
ENSG00000162600	2	2
ENSG00000162601	3	2
ENSG00000162614	1	0
ENSG00000162618	2	0
ENSG00000162620	1	0
ENSG00000162621	4	1
ENSG00000162623	1	0
ENSG00000162624	0	1
ENSG00000162627	0	1
ENSG00000162641	4	2
ENSG00000162642	0	1
ENSG00000162643	1	0
ENSG00000162645	2	0
ENSG00000162654	8	1
ENSG00000162664	0	2
ENSG00000162669	2	2
ENSG00000162676	0	1
ENSG00000162688	1	1
ENSG00000162692	0	1
ENSG00000162706	0	1
ENSG00000162711	0	2
ENSG00000162722	3	3
ENSG00000162723	1	0
ENSG00000162729	0	3
ENSG00000162733	0	1
ENSG00000162738	0	3
ENSG00000162745	1	1
ENSG00000162746	1	2
ENSG00000162753	1	2
ENSG00000162755	1	0
ENSG00000162757	1	0
ENSG00000162761	0	2
ENSG00000162763	1	1
ENSG00000162769	2	0
ENSG00000162771	3	0
ENSG00000162775	0	2
ENSG00000162777	0	1
ENSG00000162779	1	2
ENSG00000162782	3	1
ENSG00000162783	2	0
ENSG00000162804	2	4
ENSG00000162813	0	1
ENSG00000162814	0	3
ENSG00000162836	1	2
ENSG00000162843	2	1
ENSG00000162849	0	3
ENSG00000162851	0	2
ENSG00000162852	1	0
ENSG00000162869	0	1
ENSG00000162873	0	3
ENSG00000162877	3	1
ENSG00000162878	0	2
ENSG00000162881	1	2
ENSG00000162882	2	0
ENSG00000162885	0	1
ENSG00000162889	0	1
ENSG00000162892	1	0
ENSG00000162894	0	1
ENSG00000162896	2	3
ENSG00000162897	0	1
ENSG00000162909	1	3
ENSG00000162927	0	1
ENSG00000162929	0	1
ENSG00000162931	0	1
ENSG00000162944	0	1
ENSG00000162946	3	1
ENSG00000162949	2	1
ENSG00000162951	1	0
ENSG00000162975	0	2
ENSG00000162989	0	1
ENSG00000162992	1	0
ENSG00000162994	2	1
ENSG00000162998	1	0
ENSG00000163001	1	0
ENSG00000163002	1	0
ENSG00000163006	1	1
ENSG00000163012	5	4
ENSG00000163013	1	1
ENSG00000163017	0	1
ENSG00000163026	1	0
ENSG00000163029	2	0
ENSG00000163040	1	0
ENSG00000163050	0	3
ENSG00000163060	2	0
ENSG00000163071	1	0
ENSG00000163072	4	1
ENSG00000163075	3	0
ENSG00000163083	1	0
ENSG00000163092	12	5
ENSG00000163104	2	2
ENSG00000163110	2	1
ENSG00000163116	2	3
ENSG00000163121	0	1
ENSG00000163131	1	0
ENSG00000163132	1	0
ENSG00000163141	1	0
ENSG00000163161	0	1
ENSG00000163162	2	0
ENSG00000163202	1	0
ENSG00000163207	2	2
ENSG00000163209	1	2
ENSG00000163214	1	2
ENSG00000163218	2	0
ENSG00000163219	3	1
ENSG00000163235	0	1
ENSG00000163239	2	0
ENSG00000163263	0	1
ENSG00000163283	2	0
ENSG00000163285	0	1
ENSG00000163286	0	1
ENSG00000163288	0	2
ENSG00000163293	1	0
ENSG00000163297	1	0
ENSG00000163312	1	2
ENSG00000163322	2	0
ENSG00000163328	0	1
ENSG00000163331	4	3
ENSG00000163344	0	1
ENSG00000163346	1	0
ENSG00000163347	0	1
ENSG00000163349	0	2
ENSG00000163354	0	1
ENSG00000163357	1	1
ENSG00000163359	4	10
ENSG00000163362	1	2
ENSG00000163374	0	1
ENSG00000163376	1	0
ENSG00000163378	0	2
ENSG00000163389	0	2
ENSG00000163393	0	1
ENSG00000163395	13	11
ENSG00000163406	3	2
ENSG00000163424	4	2
ENSG00000163428	0	2
ENSG00000163431	1	0
ENSG00000163435	0	2
ENSG00000163444	1	0
ENSG00000163453	1	0
ENSG00000163462	0	1
ENSG00000163468	2	0
ENSG00000163472	1	0
ENSG00000163482	2	0
ENSG00000163485	0	1
ENSG00000163491	1	6
ENSG00000163492	2	1
ENSG00000163501	0	3
ENSG00000163507	1	0
ENSG00000163510	2	2
ENSG00000163515	2	0
ENSG00000163516	1	0
ENSG00000163518	1	1
ENSG00000163520	4	6
ENSG00000163531	1	5
ENSG00000163534	0	2
ENSG00000163535	2	3
ENSG00000163536	1	2
ENSG00000163545	1	3
ENSG00000163554	4	6
ENSG00000163558	0	1
ENSG00000163563	0	1
ENSG00000163565	4	1
ENSG00000163576	5	3
ENSG00000163581	1	2
ENSG00000163586	1	0
ENSG00000163599	1	0
ENSG00000163605	0	1
ENSG00000163606	4	1
ENSG00000163607	0	1
ENSG00000163608	1	0
ENSG00000163611	0	2
ENSG00000163617	1	0
ENSG00000163625	0	1
ENSG00000163626	0	1
ENSG00000163629	3	3
ENSG00000163631	0	1
ENSG00000163632	1	0
ENSG00000163633	1	0
ENSG00000163636	1	0
ENSG00000163637	0	1
ENSG00000163645	1	1
ENSG00000163646	0	2
ENSG00000163661	1	0
ENSG00000163673	0	1
ENSG00000163681	0	1
ENSG00000163682	0	1
ENSG00000163687	0	3
ENSG00000163689	0	1
ENSG00000163694	1	3
ENSG00000163697	1	0
ENSG00000163701	0	3
ENSG00000163702	1	2
ENSG00000163703	0	1
ENSG00000163704	3	0
ENSG00000163710	1	0
ENSG00000163735	0	1
ENSG00000163739	0	1
ENSG00000163746	0	1
ENSG00000163749	0	1
ENSG00000163754	0	1
ENSG00000163755	0	3
ENSG00000163781	3	4
ENSG00000163785	1	1
ENSG00000163798	1	0
ENSG00000163803	4	1
ENSG00000163808	2	0
ENSG00000163810	4	1
ENSG00000163811	0	4
ENSG00000163814	1	1
ENSG00000163815	1	0
ENSG00000163817	2	0
ENSG00000163820	3	3
ENSG00000163827	1	0
ENSG00000163833	1	0
ENSG00000163840	1	1
ENSG00000163848	0	1
ENSG00000163864	1	0
ENSG00000163872	1	1
ENSG00000163873	1	0
ENSG00000163877	0	1
ENSG00000163879	1	0
ENSG00000163885	1	1
ENSG00000163898	0	1
ENSG00000163902	0	2
ENSG00000163904	2	0
ENSG00000163918	0	1
ENSG00000163931	0	4
ENSG00000163932	0	3
ENSG00000163933	0	1
ENSG00000163938	2	0
ENSG00000163939	0	3
ENSG00000163945	1	4
ENSG00000163946	3	1
ENSG00000163947	1	6
ENSG00000163950	0	1
ENSG00000163956	1	1
ENSG00000163958	0	3
ENSG00000163959	1	1
ENSG00000163961	1	0
ENSG00000163964	0	1
ENSG00000163975	0	3
ENSG00000163982	1	2
ENSG00000163995	0	1
ENSG00000164002	2	0
ENSG00000164007	1	0
ENSG00000164010	1	1
ENSG00000164035	1	0
ENSG00000164038	1	0
ENSG00000164039	1	0
ENSG00000164048	3	0
ENSG00000164049	2	0
ENSG00000164050	0	1
ENSG00000164051	0	1
ENSG00000164061	3	3
ENSG00000164062	0	1
ENSG00000164066	0	2
ENSG00000164068	0	2
ENSG00000164070	1	0
ENSG00000164076	0	2
ENSG00000164077	0	1
ENSG00000164078	2	0
ENSG00000164088	0	1
ENSG00000164089	1	0
ENSG00000164091	0	1
ENSG00000164093	2	0
ENSG00000164099	2	1
ENSG00000164100	0	2
ENSG00000164112	1	0
ENSG00000164114	2	2
ENSG00000164118	1	1
ENSG00000164120	0	1
ENSG00000164122	0	1
ENSG00000164123	1	1
ENSG00000164125	0	1
ENSG00000164129	0	1
ENSG00000164142	0	1
ENSG00000164151	2	1
ENSG00000164171	1	8
ENSG00000164175	1	0
ENSG00000164180	0	1
ENSG00000164182	0	1
ENSG00000164185	1	0
ENSG00000164187	0	2
ENSG00000164190	1	0
ENSG00000164199	13	7
ENSG00000164209	0	1
ENSG00000164236	2	3
ENSG00000164237	0	1
ENSG00000164244	0	1
ENSG00000164252	1	1
ENSG00000164253	2	0
ENSG00000164258	0	2
ENSG00000164270	0	1
ENSG00000164287	2	1
ENSG00000164292	1	2
ENSG00000164294	1	0
ENSG00000164296	2	0
ENSG00000164299	2	0
ENSG00000164303	1	0
ENSG00000164304	2	1
ENSG00000164306	1	2
ENSG00000164307	8	5
ENSG00000164308	1	7
ENSG00000164309	19	3
ENSG00000164318	2	1
ENSG00000164323	2	2
ENSG00000164327	1	0
ENSG00000164330	0	1
ENSG00000164334	1	1
ENSG00000164338	0	1
ENSG00000164342	1	1
ENSG00000164344	3	1
ENSG00000164346	0	1
ENSG00000164347	4	1
ENSG00000164362	0	1
ENSG00000164363	3	3
ENSG00000164366	0	1
ENSG00000164379	1	1
ENSG00000164393	8	3
ENSG00000164398	1	0
ENSG00000164399	1	0
ENSG00000164400	1	0
ENSG00000164402	0	1
ENSG00000164403	1	2
ENSG00000164404	0	2
ENSG00000164411	2	0
ENSG00000164418	1	2
ENSG00000164430	2	2
ENSG00000164440	3	0
ENSG00000164442	0	1
ENSG00000164451	0	2
ENSG00000164458	3	2
ENSG00000164465	2	1
ENSG00000164466	0	1
ENSG00000164484	0	3
ENSG00000164488	4	2
ENSG00000164500	2	0
ENSG00000164506	1	1
ENSG00000164508	0	2
ENSG00000164509	1	2
ENSG00000164512	1	1
ENSG00000164530	1	2
ENSG00000164532	0	1
ENSG00000164535	1	1
ENSG00000164542	1	0
ENSG00000164543	1	2
ENSG00000164574	0	1
ENSG00000164587	0	1
ENSG00000164597	1	1
ENSG00000164604	0	2
ENSG00000164609	1	0
ENSG00000164610	1	0
ENSG00000164619	0	2
ENSG00000164620	3	0
ENSG00000164627	1	1
ENSG00000164638	0	1
ENSG00000164645	1	0
ENSG00000164647	1	0
ENSG00000164649	0	1
ENSG00000164651	0	1
ENSG00000164654	0	2
ENSG00000164663	0	2
ENSG00000164674	2	1
ENSG00000164675	1	3
ENSG00000164683	1	0
ENSG00000164684	1	0
ENSG00000164692	1	3
ENSG00000164694	8	11
ENSG00000164707	0	2
ENSG00000164715	1	1
ENSG00000164733	2	1
ENSG00000164741	2	2
ENSG00000164742	0	2
ENSG00000164743	1	0
ENSG00000164744	1	0
ENSG00000164746	4	2
ENSG00000164749	2	0
ENSG00000164754	0	1
ENSG00000164756	1	0
ENSG00000164761	1	1
ENSG00000164764	2	0
ENSG00000164776	0	2
ENSG00000164778	1	1
ENSG00000164796	2	2
ENSG00000164816	0	1
ENSG00000164818	3	1
ENSG00000164821	0	1
ENSG00000164828	3	1
ENSG00000164830	0	1
ENSG00000164849	1	2
ENSG00000164850	4	3
ENSG00000164855	3	0
ENSG00000164867	1	2
ENSG00000164877	1	2
ENSG00000164879	1	0
ENSG00000164880	0	4
ENSG00000164889	1	4
ENSG00000164893	4	2
ENSG00000164898	1	0
ENSG00000164904	1	0
ENSG00000164916	0	2
ENSG00000164919	0	1
ENSG00000164929	0	1
ENSG00000164930	2	3
ENSG00000164932	0	1
ENSG00000164934	3	1
ENSG00000164935	2	1
ENSG00000164941	0	2
ENSG00000164944	0	5
ENSG00000164946	7	8
ENSG00000164949	1	0
ENSG00000164953	1	0
ENSG00000164972	1	2
ENSG00000164976	3	0
ENSG00000164989	2	0
ENSG00000165025	0	5
ENSG00000165028	2	0
ENSG00000165029	3	4
ENSG00000165055	0	2
ENSG00000165059	1	0
ENSG00000165061	1	0
ENSG00000165071	1	0
ENSG00000165076	1	0
ENSG00000165078	2	0
ENSG00000165084	1	1
ENSG00000165091	1	2
ENSG00000165092	0	1
ENSG00000165097	0	3
ENSG00000165105	1	0
ENSG00000165115	4	1
ENSG00000165120	1	0
ENSG00000165124	13	7
ENSG00000165125	3	2
ENSG00000165131	2	0
ENSG00000165138	0	1
ENSG00000165140	0	2
ENSG00000165152	0	1
ENSG00000165171	3	0
ENSG00000165181	6	2
ENSG00000165188	2	0
ENSG00000165202	1	0
ENSG00000165204	0	1
ENSG00000165209	0	1
ENSG00000165219	1	0
ENSG00000165233	0	1
ENSG00000165238	1	7
ENSG00000165271	0	1
ENSG00000165272	0	2
ENSG00000165282	0	1
ENSG00000165304	1	1
ENSG00000165309	1	1
ENSG00000165322	1	2
ENSG00000165323	4	3
ENSG00000165325	4	0
ENSG00000165338	0	1
ENSG00000165355	0	1
ENSG00000165379	0	1
ENSG00000165383	2	3
ENSG00000165392	2	3
ENSG00000165406	3	0
ENSG00000165409	2	2
ENSG00000165434	2	1
ENSG00000165443	1	0
ENSG00000165449	1	0
ENSG00000165458	1	2
ENSG00000165471	1	1
ENSG00000165475	0	2
ENSG00000165478	1	1
ENSG00000165480	4	0
ENSG00000165487	0	1
ENSG00000165490	2	0
ENSG00000165494	0	1
ENSG00000165501	2	0
ENSG00000165502	0	1
ENSG00000165506	2	3
ENSG00000165507	0	1
ENSG00000165521	1	0
ENSG00000165526	1	1
ENSG00000165548	0	2
ENSG00000165555	0	1
ENSG00000165556	1	0
ENSG00000165568	1	0
ENSG00000165609	0	1
ENSG00000165617	2	2
ENSG00000165621	0	1
ENSG00000165623	0	1
ENSG00000165626	0	3
ENSG00000165630	0	1
ENSG00000165632	1	0
ENSG00000165633	1	0
ENSG00000165643	1	1
ENSG00000165650	0	2
ENSG00000165660	0	1
ENSG00000165661	1	3
ENSG00000165671	2	4
ENSG00000165682	1	0
ENSG00000165684	1	8
ENSG00000165688	0	3
ENSG00000165689	2	1
ENSG00000165698	0	1
ENSG00000165699	1	1
ENSG00000165716	0	3
ENSG00000165730	2	1
ENSG00000165731	2	4
ENSG00000165733	2	2
ENSG00000165752	4	3
ENSG00000165757	2	5
ENSG00000165762	1	0
ENSG00000165792	1	0
ENSG00000165794	2	0
ENSG00000165799	2	0
ENSG00000165801	2	2
ENSG00000165804	2	0
ENSG00000165805	1	0
ENSG00000165806	5	2
ENSG00000165807	2	0
ENSG00000165810	1	4
ENSG00000165813	2	0
ENSG00000165816	2	0
ENSG00000165819	0	1
ENSG00000165821	3	0
ENSG00000165832	1	0
ENSG00000165837	3	0
ENSG00000165841	0	2
ENSG00000165861	0	3
ENSG00000165887	1	1
ENSG00000165891	1	1
ENSG00000165895	1	5
ENSG00000165899	6	2
ENSG00000165905	0	1
ENSG00000165914	0	3
ENSG00000165915	1	1
ENSG00000165917	0	3
ENSG00000165923	2	0
ENSG00000165929	0	1
ENSG00000165935	1	3
ENSG00000165949	1	0
ENSG00000165966	2	3
ENSG00000165970	4	3
ENSG00000165972	3	3
ENSG00000165973	1	2
ENSG00000165983	0	1
ENSG00000165985	0	1
ENSG00000165995	1	1
ENSG00000165996	1	0
ENSG00000166002	0	2
ENSG00000166004	2	2
ENSG00000166024	2	0
ENSG00000166025	1	1
ENSG00000166035	1	4
ENSG00000166037	1	1
ENSG00000166046	1	0
ENSG00000166068	0	2
ENSG00000166090	0	1
ENSG00000166091	0	1
ENSG00000166105	0	2
ENSG00000166106	0	1
ENSG00000166111	0	1
ENSG00000166118	1	0
ENSG00000166128	0	1
ENSG00000166130	1	0
ENSG00000166133	0	1
ENSG00000166135	1	0
ENSG00000166140	2	0
ENSG00000166145	0	3
ENSG00000166147	0	1
ENSG00000166148	0	1
ENSG00000166164	0	1
ENSG00000166165	0	2
ENSG00000166169	1	1
ENSG00000166170	0	1
ENSG00000166171	1	1
ENSG00000166173	0	2
ENSG00000166183	3	1
ENSG00000166188	0	1
ENSG00000166197	1	0
ENSG00000166199	1	1
ENSG00000166200	0	1
ENSG00000166206	2	2
ENSG00000166220	1	1
ENSG00000166224	1	1
ENSG00000166225	0	1
ENSG00000166226	0	1
ENSG00000166246	4	1
ENSG00000166260	1	0
ENSG00000166261	1	1
ENSG00000166263	1	1
ENSG00000166265	0	1
ENSG00000166266	0	1
ENSG00000166268	3	1
ENSG00000166272	2	0
ENSG00000166278	0	1
ENSG00000166311	1	1
ENSG00000166317	3	1
ENSG00000166321	1	0
ENSG00000166329	1	1
ENSG00000166333	0	3
ENSG00000166337	0	1
ENSG00000166340	0	1
ENSG00000166341	1	5
ENSG00000166347	0	2
ENSG00000166349	2	0
ENSG00000166359	1	1
ENSG00000166368	3	0
ENSG00000166377	1	3
ENSG00000166387	1	3
ENSG00000166391	1	0
ENSG00000166394	2	1
ENSG00000166396	1	0
ENSG00000166398	0	2
ENSG00000166401	3	1
ENSG00000166402	0	1
ENSG00000166405	0	2
ENSG00000166407	0	2
ENSG00000166411	0	1
ENSG00000166415	2	1
ENSG00000166426	1	1
ENSG00000166428	1	0
ENSG00000166435	1	2
ENSG00000166436	3	1
ENSG00000166439	0	1
ENSG00000166441	0	1
ENSG00000166444	2	1
ENSG00000166446	0	1
ENSG00000166448	0	1
ENSG00000166450	1	1
ENSG00000166451	2	0
ENSG00000166452	2	0
ENSG00000166454	0	1
ENSG00000166455	1	1
ENSG00000166473	37	8
ENSG00000166483	0	1
ENSG00000166501	1	3
ENSG00000166508	1	1
ENSG00000166509	1	1
ENSG00000166510	0	1
ENSG00000166526	2	0
ENSG00000166527	1	0
ENSG00000166529	0	1
ENSG00000166535	4	3
ENSG00000166548	1	0
ENSG00000166558	0	1
ENSG00000166573	0	1
ENSG00000166575	1	1
ENSG00000166596	1	0
ENSG00000166598	0	2
ENSG00000166669	1	3
ENSG00000166670	2	1
ENSG00000166682	1	3
ENSG00000166685	1	4
ENSG00000166689	0	3
ENSG00000166704	2	0
ENSG00000166716	1	1
ENSG00000166736	0	1
ENSG00000166743	0	4
ENSG00000166747	1	0
ENSG00000166750	1	0
ENSG00000166762	1	0
ENSG00000166780	0	1
ENSG00000166788	2	1
ENSG00000166800	0	1
ENSG00000166801	0	1
ENSG00000166813	3	1
ENSG00000166819	0	2
ENSG00000166821	0	1
ENSG00000166823	3	2
ENSG00000166825	4	2
ENSG00000166828	0	3
ENSG00000166833	2	13
ENSG00000166839	1	1
ENSG00000166847	0	1
ENSG00000166848	0	1
ENSG00000166856	2	0
ENSG00000166884	3	0
ENSG00000166887	0	1
ENSG00000166896	1	1
ENSG00000166897	0	4
ENSG00000166908	0	1
ENSG00000166912	1	1
ENSG00000166913	0	1
ENSG00000166920	0	1
ENSG00000166924	0	1
ENSG00000166925	0	3
ENSG00000166926	5	0
ENSG00000166927	0	2
ENSG00000166928	3	0
ENSG00000166930	0	1
ENSG00000166938	1	1
ENSG00000166948	0	2
ENSG00000166949	0	1
ENSG00000166960	1	0
ENSG00000166961	2	0
ENSG00000166963	3	3
ENSG00000166979	0	1
ENSG00000166984	2	1
ENSG00000167004	1	2
ENSG00000167037	0	1
ENSG00000167074	0	1
ENSG00000167077	0	1
ENSG00000167080	2	2
ENSG00000167094	1	2
ENSG00000167098	2	1
ENSG00000167103	0	1
ENSG00000167104	3	1
ENSG00000167106	0	1
ENSG00000167107	0	2
ENSG00000167123	1	2
ENSG00000167130	0	1
ENSG00000167136	1	0
ENSG00000167165	3	1
ENSG00000167173	2	0
ENSG00000167182	1	4
ENSG00000167186	1	1
ENSG00000167191	0	1
ENSG00000167193	0	1
ENSG00000167202	2	1
ENSG00000167207	1	3
ENSG00000167208	0	1
ENSG00000167210	3	1
ENSG00000167216	1	1
ENSG00000167232	2	4
ENSG00000167264	0	1
ENSG00000167272	0	1
ENSG00000167280	2	6
ENSG00000167281	1	1
ENSG00000167291	0	3
ENSG00000167302	0	2
ENSG00000167306	2	2
ENSG00000167311	1	0
ENSG00000167323	0	1
ENSG00000167325	0	2
ENSG00000167332	0	1
ENSG00000167355	3	0
ENSG00000167359	2	1
ENSG00000167360	7	3
ENSG00000167363	0	1
ENSG00000167377	2	1
ENSG00000167378	0	1
ENSG00000167384	4	2
ENSG00000167394	1	1
ENSG00000167395	3	2
ENSG00000167414	0	1
ENSG00000167419	1	1
ENSG00000167447	0	2
ENSG00000167461	0	1
ENSG00000167468	0	2
ENSG00000167470	0	1
ENSG00000167476	2	0
ENSG00000167483	2	1
ENSG00000167487	1	1
ENSG00000167491	0	1
ENSG00000167508	1	1
ENSG00000167513	1	3
ENSG00000167522	2	1
ENSG00000167526	1	2
ENSG00000167528	1	1
ENSG00000167535	0	1
ENSG00000167536	1	1
ENSG00000167548	0	3
ENSG00000167552	0	2
ENSG00000167553	0	1
ENSG00000167554	2	3
ENSG00000167562	6	1
ENSG00000167565	0	2
ENSG00000167566	0	2
ENSG00000167580	0	1
ENSG00000167588	0	1
ENSG00000167595	2	0
ENSG00000167608	3	2
ENSG00000167612	3	3
ENSG00000167613	1	1
ENSG00000167614	0	2
ENSG00000167615	0	2
ENSG00000167625	1	0
ENSG00000167632	1	5
ENSG00000167633	17	6
ENSG00000167634	1	4
ENSG00000167635	1	0
ENSG00000167637	5	3
ENSG00000167645	0	2
ENSG00000167646	1	1
ENSG00000167653	0	2
ENSG00000167656	1	0
ENSG00000167657	1	0
ENSG00000167658	0	3
ENSG00000167664	4	0
ENSG00000167670	1	1
ENSG00000167671	1	2
ENSG00000167674	0	1
ENSG00000167676	5	5
ENSG00000167680	0	1
ENSG00000167695	2	0
ENSG00000167701	1	0
ENSG00000167703	0	1
ENSG00000167711	3	0
ENSG00000167716	3	10
ENSG00000167721	1	0
ENSG00000167723	3	5
ENSG00000167741	2	2
ENSG00000167747	2	0
ENSG00000167748	2	2
ENSG00000167749	0	1
ENSG00000167751	1	1
ENSG00000167755	0	1
ENSG00000167759	0	1
ENSG00000167766	4	3
ENSG00000167767	0	2
ENSG00000167768	2	2
ENSG00000167769	1	0
ENSG00000167772	1	1
ENSG00000167778	1	0
ENSG00000167780	1	2
ENSG00000167791	1	0
ENSG00000167799	0	2
