gene	Pn	Ps
ENSPTRG00000015888	0	1
ENSPTRG00000015890	1	2
ENSPTRG00000015892	1	1
ENSPTRG00000015895	2	2
ENSPTRG00000015897	2	3
ENSPTRG00000015900	0	2
ENSPTRG00000015901	3	7
ENSPTRG00000015903	1	4
ENSPTRG00000015905	0	2
ENSPTRG00000015907	1	0
ENSPTRG00000015909	1	1
ENSPTRG00000015911	1	0
ENSPTRG00000015915	4	3
ENSPTRG00000015918	0	1
ENSPTRG00000015920	0	1
ENSPTRG00000015922	8	10
ENSPTRG00000015924	0	1
ENSPTRG00000015926	3	1
ENSPTRG00000015929	1	0
ENSPTRG00000015931	0	2
ENSPTRG00000015932	1	2
ENSPTRG00000015933	1	1
ENSPTRG00000015935	1	2
ENSPTRG00000015936	1	0
ENSPTRG00000015938	0	1
ENSPTRG00000015940	7	1
ENSPTRG00000015942	0	1
ENSPTRG00000015945	2	1
ENSPTRG00000015948	0	1
ENSPTRG00000015949	0	2
ENSPTRG00000015954	1	0
ENSPTRG00000015956	0	1
ENSPTRG00000015957	2	6
ENSPTRG00000015959	0	1
ENSPTRG00000015960	0	1
ENSPTRG00000015965	0	3
ENSPTRG00000015966	2	5
ENSPTRG00000015968	1	1
ENSPTRG00000015970	1	2
ENSPTRG00000015971	2	2
ENSPTRG00000015972	0	1
ENSPTRG00000015973	6	1
ENSPTRG00000015976	4	9
ENSPTRG00000015977	0	1
ENSPTRG00000015978	0	1
ENSPTRG00000015979	1	0
ENSPTRG00000015981	3	1
ENSPTRG00000015984	1	0
ENSPTRG00000015988	2	0
ENSPTRG00000015989	1	1
ENSPTRG00000015990	1	5
ENSPTRG00000015991	1	5
ENSPTRG00000015992	0	3
ENSPTRG00000015996	0	1
ENSPTRG00000015999	0	1
ENSPTRG00000016001	5	4
ENSPTRG00000016003	0	3
ENSPTRG00000016007	2	1
ENSPTRG00000016008	1	0
ENSPTRG00000016009	0	1
ENSPTRG00000016010	4	8
ENSPTRG00000016012	0	2
ENSPTRG00000016015	1	4
ENSPTRG00000016016	1	1
ENSPTRG00000016017	3	3
ENSPTRG00000016020	0	1
ENSPTRG00000016021	1	0
ENSPTRG00000016022	0	1
ENSPTRG00000016023	0	1
ENSPTRG00000016024	0	1
ENSPTRG00000016026	1	0
ENSPTRG00000016029	0	2
ENSPTRG00000016030	0	2
ENSPTRG00000016032	3	5
ENSPTRG00000016035	2	0
ENSPTRG00000016036	0	1
ENSPTRG00000016040	0	1
ENSPTRG00000016041	1	0
ENSPTRG00000016043	1	1
ENSPTRG00000016045	2	5
ENSPTRG00000016047	0	1
ENSPTRG00000016048	0	1
ENSPTRG00000016049	3	3
ENSPTRG00000016051	0	1
ENSPTRG00000016052	3	0
ENSPTRG00000016054	1	0
ENSPTRG00000016059	1	1
ENSPTRG00000016060	0	1
ENSPTRG00000016062	0	1
ENSPTRG00000016066	1	0
ENSPTRG00000016067	0	2
ENSPTRG00000016069	1	2
ENSPTRG00000016070	0	1
ENSPTRG00000016072	0	1
ENSPTRG00000016073	1	1
ENSPTRG00000016074	1	0
ENSPTRG00000016077	4	0
ENSPTRG00000016079	3	1
ENSPTRG00000016081	3	2
ENSPTRG00000016084	0	2
ENSPTRG00000016086	3	0
ENSPTRG00000016087	3	2
ENSPTRG00000016088	1	4
ENSPTRG00000016089	0	2
ENSPTRG00000016090	0	1
ENSPTRG00000016092	3	6
ENSPTRG00000016095	1	2
ENSPTRG00000016096	3	1
ENSPTRG00000016099	1	3
ENSPTRG00000016100	0	1
ENSPTRG00000016101	0	2
ENSPTRG00000016102	0	2
ENSPTRG00000016104	0	1
ENSPTRG00000016107	2	0
ENSPTRG00000016116	3	3
ENSPTRG00000016117	3	1
ENSPTRG00000016118	0	3
ENSPTRG00000016123	1	1
ENSPTRG00000016124	3	0
ENSPTRG00000016125	2	0
ENSPTRG00000016126	3	0
ENSPTRG00000016127	2	0
ENSPTRG00000016129	1	0
ENSPTRG00000016130	3	2
ENSPTRG00000016132	2	2
ENSPTRG00000016133	3	1
ENSPTRG00000016135	0	4
ENSPTRG00000016137	0	2
ENSPTRG00000016141	0	2
ENSPTRG00000016143	2	0
ENSPTRG00000016145	1	2
ENSPTRG00000016146	1	2
ENSPTRG00000016149	0	2
ENSPTRG00000016151	5	1
ENSPTRG00000016152	3	0
ENSPTRG00000016153	0	1
ENSPTRG00000016154	0	1
ENSPTRG00000016157	1	0
ENSPTRG00000016158	1	0
ENSPTRG00000016164	1	0
ENSPTRG00000016166	0	1
ENSPTRG00000016168	1	0
ENSPTRG00000016173	1	2
ENSPTRG00000016174	1	0
ENSPTRG00000016175	0	2
ENSPTRG00000016176	1	3
ENSPTRG00000016177	2	1
ENSPTRG00000016182	0	1
ENSPTRG00000016184	1	2
ENSPTRG00000016186	0	2
ENSPTRG00000016187	4	1
ENSPTRG00000016188	2	0
ENSPTRG00000016189	3	2
ENSPTRG00000016190	1	2
ENSPTRG00000016191	1	2
ENSPTRG00000016192	1	0
ENSPTRG00000016198	0	1
ENSPTRG00000016199	1	2
ENSPTRG00000016200	10	4
ENSPTRG00000016202	2	1
ENSPTRG00000016203	1	2
ENSPTRG00000016205	0	1
ENSPTRG00000016207	2	1
ENSPTRG00000016208	0	2
ENSPTRG00000016210	2	2
ENSPTRG00000016212	0	1
ENSPTRG00000016217	0	1
ENSPTRG00000016221	2	0
ENSPTRG00000016222	1	2
ENSPTRG00000016224	0	1
ENSPTRG00000016229	0	2
ENSPTRG00000016232	6	3
ENSPTRG00000016233	0	1
ENSPTRG00000016241	0	5
ENSPTRG00000016243	4	1
ENSPTRG00000016244	2	1
ENSPTRG00000016249	5	3
ENSPTRG00000016253	0	1
ENSPTRG00000016254	1	0
ENSPTRG00000016255	3	3
ENSPTRG00000016256	0	2
ENSPTRG00000016258	2	2
ENSPTRG00000016259	2	2
ENSPTRG00000016260	4	2
ENSPTRG00000016261	0	2
ENSPTRG00000016262	2	1
ENSPTRG00000016264	4	0
ENSPTRG00000016267	1	1
ENSPTRG00000016272	1	1
ENSPTRG00000016273	1	4
ENSPTRG00000016278	3	1
ENSPTRG00000016284	6	5
ENSPTRG00000016285	5	3
ENSPTRG00000016287	0	1
ENSPTRG00000016292	3	0
ENSPTRG00000016293	0	1
ENSPTRG00000016296	1	4
ENSPTRG00000016298	1	0
ENSPTRG00000016299	2	0
ENSPTRG00000016301	1	1
ENSPTRG00000016306	1	1
ENSPTRG00000016307	0	1
ENSPTRG00000016312	0	1
ENSPTRG00000016314	2	0
ENSPTRG00000016318	1	1
ENSPTRG00000016320	0	3
ENSPTRG00000016322	4	4
ENSPTRG00000016328	0	1
ENSPTRG00000016330	7	7
ENSPTRG00000016334	4	1
ENSPTRG00000016335	2	0
ENSPTRG00000016338	2	2
ENSPTRG00000016340	2	0
ENSPTRG00000016341	1	1
ENSPTRG00000016343	2	3
ENSPTRG00000016344	2	2
ENSPTRG00000016345	2	0
ENSPTRG00000016346	0	1
ENSPTRG00000016349	0	1
ENSPTRG00000016351	1	1
ENSPTRG00000016352	1	2
ENSPTRG00000016353	0	1
ENSPTRG00000016355	0	7
ENSPTRG00000016356	4	3
ENSPTRG00000016359	3	2
ENSPTRG00000016364	1	1
ENSPTRG00000016366	0	1
ENSPTRG00000016367	5	5
ENSPTRG00000016370	1	4
ENSPTRG00000016371	0	1
ENSPTRG00000016375	10	9
ENSPTRG00000016379	0	3
ENSPTRG00000016380	2	1
ENSPTRG00000016382	8	15
ENSPTRG00000016383	1	0
ENSPTRG00000016384	0	1
ENSPTRG00000016385	1	2
ENSPTRG00000016386	1	4
ENSPTRG00000016389	0	1
ENSPTRG00000016390	0	1
ENSPTRG00000016394	5	2
ENSPTRG00000016395	1	0
ENSPTRG00000016397	2	2
ENSPTRG00000016398	1	1
ENSPTRG00000016403	1	2
ENSPTRG00000016404	3	2
ENSPTRG00000016406	2	0
ENSPTRG00000016411	0	1
ENSPTRG00000016412	0	1
ENSPTRG00000016416	3	5
ENSPTRG00000016418	0	1
ENSPTRG00000016420	2	0
ENSPTRG00000016423	3	0
ENSPTRG00000016426	2	2
ENSPTRG00000016431	3	1
ENSPTRG00000016433	3	3
ENSPTRG00000016434	0	2
ENSPTRG00000016435	0	2
ENSPTRG00000016437	2	1
ENSPTRG00000016440	0	1
ENSPTRG00000016442	0	1
ENSPTRG00000016446	0	2
ENSPTRG00000016448	0	1
ENSPTRG00000016453	0	1
ENSPTRG00000016455	1	0
ENSPTRG00000016457	1	0
ENSPTRG00000016459	2	2
ENSPTRG00000016463	1	0
ENSPTRG00000016465	1	2
ENSPTRG00000016466	1	1
ENSPTRG00000016469	2	1
ENSPTRG00000016470	1	1
ENSPTRG00000016471	1	2
ENSPTRG00000016472	0	3
ENSPTRG00000016474	8	4
ENSPTRG00000016478	11	0
ENSPTRG00000016479	0	1
ENSPTRG00000016482	1	1
ENSPTRG00000016485	0	2
ENSPTRG00000016486	1	1
ENSPTRG00000016487	0	2
ENSPTRG00000016493	0	2
ENSPTRG00000016494	0	1
ENSPTRG00000016495	0	1
ENSPTRG00000016496	2	4
ENSPTRG00000016497	0	1
ENSPTRG00000016499	1	1
ENSPTRG00000016504	1	1
ENSPTRG00000016509	1	4
ENSPTRG00000016510	2	2
ENSPTRG00000016512	3	2
ENSPTRG00000016513	1	0
ENSPTRG00000016514	0	1
ENSPTRG00000016518	0	2
ENSPTRG00000016520	2	0
ENSPTRG00000016521	2	0
ENSPTRG00000016522	1	2
ENSPTRG00000016524	0	1
ENSPTRG00000016527	7	4
ENSPTRG00000016528	0	2
ENSPTRG00000016529	1	0
ENSPTRG00000016530	0	1
ENSPTRG00000016532	10	7
ENSPTRG00000016534	0	2
ENSPTRG00000016535	0	1
ENSPTRG00000016536	2	1
ENSPTRG00000016537	1	0
ENSPTRG00000016540	5	1
ENSPTRG00000016541	0	1
ENSPTRG00000016542	1	1
ENSPTRG00000016543	1	0
ENSPTRG00000016544	1	1
ENSPTRG00000016545	0	1
ENSPTRG00000016546	0	1
ENSPTRG00000016548	0	1
ENSPTRG00000016549	1	1
ENSPTRG00000016550	2	0
ENSPTRG00000016551	1	2
ENSPTRG00000016553	1	0
ENSPTRG00000016554	1	1
ENSPTRG00000016555	0	2
ENSPTRG00000016556	0	2
ENSPTRG00000016558	0	1
ENSPTRG00000016559	3	3
ENSPTRG00000016560	1	1
ENSPTRG00000016561	0	2
ENSPTRG00000016563	1	2
ENSPTRG00000016564	1	3
ENSPTRG00000016568	3	2
ENSPTRG00000016572	0	2
ENSPTRG00000016574	0	1
ENSPTRG00000016575	0	1
ENSPTRG00000016577	2	0
ENSPTRG00000016579	2	0
ENSPTRG00000016580	1	1
ENSPTRG00000016581	7	3
ENSPTRG00000016582	4	5
ENSPTRG00000016583	4	6
ENSPTRG00000016587	0	1
ENSPTRG00000016588	2	0
ENSPTRG00000016589	0	1
ENSPTRG00000016591	1	0
ENSPTRG00000016592	1	1
ENSPTRG00000016595	0	1
ENSPTRG00000016596	0	1
ENSPTRG00000016599	0	1
ENSPTRG00000016604	0	2
ENSPTRG00000016605	1	2
ENSPTRG00000016608	5	9
ENSPTRG00000016609	0	2
ENSPTRG00000016611	1	2
ENSPTRG00000016614	1	1
ENSPTRG00000016616	1	1
ENSPTRG00000016617	8	2
ENSPTRG00000016618	2	1
ENSPTRG00000016622	2	12
ENSPTRG00000016624	0	4
ENSPTRG00000016626	4	5
ENSPTRG00000016627	3	1
ENSPTRG00000016628	2	0
ENSPTRG00000016631	0	2
ENSPTRG00000016633	0	2
ENSPTRG00000016634	1	4
ENSPTRG00000016636	0	2
ENSPTRG00000016642	0	1
ENSPTRG00000016643	4	1
ENSPTRG00000016644	1	0
ENSPTRG00000016646	0	2
ENSPTRG00000016647	0	1
ENSPTRG00000016653	2	3
ENSPTRG00000016654	1	0
ENSPTRG00000016657	3	4
ENSPTRG00000016658	1	4
ENSPTRG00000016660	1	2
ENSPTRG00000016666	14	18
ENSPTRG00000016668	4	5
ENSPTRG00000016670	4	4
ENSPTRG00000016671	1	0
ENSPTRG00000016672	3	0
ENSPTRG00000016673	0	2
ENSPTRG00000016677	5	5
ENSPTRG00000016680	1	2
ENSPTRG00000016682	0	6
ENSPTRG00000016685	2	1
ENSPTRG00000016692	0	2
ENSPTRG00000016695	0	1
ENSPTRG00000016699	1	0
ENSPTRG00000016701	2	2
ENSPTRG00000016710	1	5
ENSPTRG00000016711	7	8
ENSPTRG00000016715	1	1
ENSPTRG00000016716	0	1
ENSPTRG00000016717	0	1
ENSPTRG00000016720	4	0
ENSPTRG00000016721	2	5
ENSPTRG00000016722	1	5
ENSPTRG00000016723	2	1
ENSPTRG00000016724	1	1
ENSPTRG00000016727	0	1
ENSPTRG00000016729	2	1
ENSPTRG00000016731	1	5
ENSPTRG00000016734	14	22
ENSPTRG00000016735	2	7
ENSPTRG00000016739	1	0
ENSPTRG00000016742	1	0
ENSPTRG00000016745	2	7
ENSPTRG00000016752	1	0
ENSPTRG00000016755	0	3
ENSPTRG00000016758	0	1
ENSPTRG00000016759	0	4
ENSPTRG00000016761	1	5
ENSPTRG00000016762	1	6
ENSPTRG00000016765	6	6
ENSPTRG00000016770	2	1
ENSPTRG00000016771	1	4
ENSPTRG00000016775	3	4
ENSPTRG00000016776	4	6
ENSPTRG00000016777	3	0
ENSPTRG00000016779	1	2
ENSPTRG00000016781	2	4
ENSPTRG00000016783	1	0
ENSPTRG00000016784	2	1
ENSPTRG00000016785	2	1
ENSPTRG00000016786	0	3
ENSPTRG00000016787	1	2
ENSPTRG00000016788	8	5
ENSPTRG00000016790	1	2
ENSPTRG00000016791	3	1
ENSPTRG00000016792	2	3
ENSPTRG00000016794	0	2
ENSPTRG00000016799	2	0
ENSPTRG00000016800	0	2
ENSPTRG00000016801	0	1
ENSPTRG00000016804	1	1
ENSPTRG00000016806	1	1
ENSPTRG00000016808	1	3
ENSPTRG00000016809	0	3
ENSPTRG00000016810	2	1
ENSPTRG00000016816	2	2
ENSPTRG00000016817	0	3
ENSPTRG00000016820	2	1
ENSPTRG00000016821	1	2
ENSPTRG00000016823	6	2
ENSPTRG00000016824	1	0
ENSPTRG00000016825	12	3
ENSPTRG00000016826	1	0
ENSPTRG00000016827	0	2
ENSPTRG00000016829	4	0
ENSPTRG00000016833	1	2
ENSPTRG00000016836	0	1
ENSPTRG00000016842	0	1
ENSPTRG00000016849	1	1
ENSPTRG00000016851	0	3
ENSPTRG00000016855	0	1
ENSPTRG00000016856	1	1
ENSPTRG00000016857	2	2
ENSPTRG00000016858	0	1
ENSPTRG00000016859	1	1
ENSPTRG00000016860	1	2
ENSPTRG00000016866	0	2
ENSPTRG00000016867	0	1
ENSPTRG00000016868	0	1
ENSPTRG00000016870	1	1
ENSPTRG00000016872	2	2
ENSPTRG00000016873	0	1
ENSPTRG00000016874	1	0
ENSPTRG00000016875	0	3
ENSPTRG00000016878	0	2
ENSPTRG00000016883	1	2
ENSPTRG00000016884	0	2
ENSPTRG00000016886	1	2
ENSPTRG00000016887	3	1
ENSPTRG00000016888	3	0
ENSPTRG00000016891	1	2
ENSPTRG00000016896	1	1
ENSPTRG00000016898	0	2
ENSPTRG00000016900	2	2
ENSPTRG00000016910	0	3
ENSPTRG00000016913	0	2
ENSPTRG00000016914	0	1
ENSPTRG00000016915	2	3
ENSPTRG00000016917	3	0
ENSPTRG00000016918	1	1
ENSPTRG00000016919	1	1
ENSPTRG00000016925	2	3
ENSPTRG00000016927	2	0
ENSPTRG00000016930	1	1
ENSPTRG00000016931	0	2
ENSPTRG00000016934	0	1
ENSPTRG00000016935	0	3
ENSPTRG00000016936	1	1
ENSPTRG00000016938	3	3
ENSPTRG00000016939	5	1
ENSPTRG00000016940	0	2
ENSPTRG00000016941	0	1
ENSPTRG00000016942	0	3
ENSPTRG00000016946	0	1
ENSPTRG00000016947	2	1
ENSPTRG00000016951	3	0
ENSPTRG00000016952	1	0
ENSPTRG00000016954	4	3
ENSPTRG00000016961	9	5
ENSPTRG00000016963	0	1
ENSPTRG00000016966	1	9
ENSPTRG00000016968	1	1
ENSPTRG00000016973	1	0
ENSPTRG00000016978	1	1
ENSPTRG00000016982	0	2
ENSPTRG00000016987	0	2
ENSPTRG00000016988	2	3
ENSPTRG00000016989	1	1
ENSPTRG00000016991	1	1
ENSPTRG00000016993	15	4
ENSPTRG00000016994	1	2
ENSPTRG00000016996	0	1
ENSPTRG00000016997	1	0
ENSPTRG00000016998	1	0
ENSPTRG00000016999	2	2
ENSPTRG00000017000	0	2
ENSPTRG00000017002	2	2
ENSPTRG00000017003	2	2
ENSPTRG00000017004	0	2
ENSPTRG00000017007	0	2
ENSPTRG00000017008	2	2
ENSPTRG00000017010	0	3
ENSPTRG00000017011	1	2
ENSPTRG00000017012	0	1
ENSPTRG00000017015	3	3
ENSPTRG00000017019	3	2
ENSPTRG00000017020	2	1
ENSPTRG00000017022	1	0
ENSPTRG00000017025	2	3
ENSPTRG00000017031	0	5
ENSPTRG00000017032	1	1
ENSPTRG00000017038	5	1
ENSPTRG00000017039	2	2
ENSPTRG00000017043	4	5
ENSPTRG00000017044	0	3
ENSPTRG00000017048	1	2
ENSPTRG00000017050	1	1
ENSPTRG00000017052	0	1
ENSPTRG00000017055	10	7
ENSPTRG00000017057	0	3
ENSPTRG00000017060	0	1
ENSPTRG00000017062	0	2
ENSPTRG00000017068	1	0
ENSPTRG00000017070	9	15
ENSPTRG00000017073	0	1
ENSPTRG00000017074	2	0
ENSPTRG00000017079	2	0
ENSPTRG00000017081	1	0
ENSPTRG00000017082	1	1
ENSPTRG00000017083	6	3
ENSPTRG00000017084	4	1
ENSPTRG00000017085	1	2
ENSPTRG00000017086	1	0
ENSPTRG00000017087	0	1
ENSPTRG00000017090	1	1
ENSPTRG00000017091	0	1
ENSPTRG00000017093	4	2
ENSPTRG00000017095	3	5
ENSPTRG00000017096	2	4
ENSPTRG00000017100	0	2
ENSPTRG00000017103	0	1
ENSPTRG00000017107	0	1
ENSPTRG00000017110	4	1
ENSPTRG00000017112	0	1
ENSPTRG00000017115	0	1
ENSPTRG00000017116	1	2
ENSPTRG00000017117	0	2
ENSPTRG00000017122	0	1
ENSPTRG00000017123	1	2
ENSPTRG00000017128	1	3
ENSPTRG00000017135	5	4
ENSPTRG00000017140	0	3
ENSPTRG00000017143	1	5
ENSPTRG00000017145	1	0
ENSPTRG00000017146	7	0
ENSPTRG00000017147	1	1
ENSPTRG00000017150	0	1
ENSPTRG00000017152	0	1
ENSPTRG00000017153	1	0
ENSPTRG00000017157	3	3
ENSPTRG00000017162	0	2
ENSPTRG00000017166	8	4
ENSPTRG00000017167	1	1
ENSPTRG00000017168	0	1
ENSPTRG00000017169	1	0
ENSPTRG00000017170	2	0
ENSPTRG00000017171	2	0
ENSPTRG00000017172	2	0
ENSPTRG00000017175	0	1
ENSPTRG00000017180	1	0
ENSPTRG00000017181	1	2
ENSPTRG00000017182	0	1
ENSPTRG00000017183	0	5
ENSPTRG00000017184	0	1
ENSPTRG00000017188	0	2
ENSPTRG00000017190	0	1
ENSPTRG00000017193	2	4
ENSPTRG00000017199	0	4
ENSPTRG00000017200	2	3
ENSPTRG00000017201	3	1
ENSPTRG00000017202	0	1
ENSPTRG00000017203	1	1
ENSPTRG00000017205	2	0
ENSPTRG00000017207	0	1
ENSPTRG00000017209	0	1
ENSPTRG00000017211	1	1
ENSPTRG00000017215	1	0
ENSPTRG00000017216	1	0
ENSPTRG00000017218	0	1
ENSPTRG00000017219	1	1
ENSPTRG00000017221	0	1
ENSPTRG00000017222	0	2
ENSPTRG00000017225	0	1
ENSPTRG00000017228	0	2
ENSPTRG00000017230	1	1
ENSPTRG00000017231	4	2
ENSPTRG00000017234	1	1
ENSPTRG00000017239	1	0
ENSPTRG00000017244	0	1
ENSPTRG00000017246	1	1
ENSPTRG00000017247	0	1
ENSPTRG00000017248	0	2
ENSPTRG00000017252	0	1
ENSPTRG00000017260	0	1
ENSPTRG00000017261	1	1
ENSPTRG00000017264	0	3
ENSPTRG00000017267	0	2
ENSPTRG00000017270	1	1
ENSPTRG00000017272	1	1
ENSPTRG00000017273	0	1
ENSPTRG00000017275	1	0
ENSPTRG00000017276	2	3
ENSPTRG00000017277	0	1
ENSPTRG00000017278	2	1
ENSPTRG00000017280	1	4
ENSPTRG00000017282	0	1
ENSPTRG00000017284	1	1
ENSPTRG00000017286	1	1
ENSPTRG00000017287	1	1
ENSPTRG00000017290	0	1
ENSPTRG00000017291	1	4
ENSPTRG00000017292	0	1
ENSPTRG00000017294	0	1
ENSPTRG00000017297	0	1
ENSPTRG00000017300	1	0
ENSPTRG00000017304	1	0
ENSPTRG00000017305	0	3
ENSPTRG00000017306	1	1
ENSPTRG00000017310	0	1
ENSPTRG00000017312	0	1
ENSPTRG00000017320	1	0
ENSPTRG00000017323	1	0
ENSPTRG00000017328	10	8
ENSPTRG00000017330	2	1
ENSPTRG00000017333	1	1
ENSPTRG00000017334	2	0
ENSPTRG00000017335	0	2
ENSPTRG00000017338	1	2
ENSPTRG00000017343	1	2
ENSPTRG00000017346	6	6
ENSPTRG00000017351	1	3
ENSPTRG00000017354	1	1
ENSPTRG00000017355	0	2
ENSPTRG00000017357	0	1
ENSPTRG00000017358	1	2
ENSPTRG00000017360	0	1
ENSPTRG00000017362	1	0
ENSPTRG00000017363	1	1
ENSPTRG00000017365	0	1
ENSPTRG00000017368	0	1
ENSPTRG00000017369	1	1
ENSPTRG00000017372	1	3
ENSPTRG00000017373	0	2
ENSPTRG00000017375	0	1
ENSPTRG00000017377	1	0
ENSPTRG00000017379	1	0
ENSPTRG00000017388	0	1
ENSPTRG00000017389	0	1
ENSPTRG00000017391	1	0
ENSPTRG00000017392	1	4
ENSPTRG00000017393	0	2
ENSPTRG00000017394	1	1
ENSPTRG00000017396	1	1
ENSPTRG00000017397	1	1
ENSPTRG00000017399	0	1
ENSPTRG00000017402	1	1
ENSPTRG00000017403	1	0
ENSPTRG00000017404	3	3
ENSPTRG00000017408	1	2
ENSPTRG00000017409	2	0
ENSPTRG00000017411	1	0
ENSPTRG00000017413	0	2
ENSPTRG00000017414	1	0
ENSPTRG00000017416	5	2
ENSPTRG00000017417	0	1
ENSPTRG00000017418	0	2
ENSPTRG00000017419	0	1
ENSPTRG00000017420	1	0
ENSPTRG00000017423	0	1
ENSPTRG00000017424	1	0
ENSPTRG00000017426	1	2
ENSPTRG00000017427	0	1
ENSPTRG00000017432	0	2
ENSPTRG00000017433	0	1
ENSPTRG00000017434	1	4
ENSPTRG00000017435	8	11
ENSPTRG00000017436	0	1
ENSPTRG00000017438	1	1
ENSPTRG00000017439	0	1
ENSPTRG00000017440	1	1
ENSPTRG00000017441	1	0
ENSPTRG00000017442	1	0
ENSPTRG00000017443	0	1
ENSPTRG00000017444	1	2
ENSPTRG00000017446	1	0
ENSPTRG00000017450	0	1
ENSPTRG00000017451	0	1
ENSPTRG00000017452	1	4
ENSPTRG00000017458	2	2
ENSPTRG00000017459	4	1
ENSPTRG00000017461	0	1
ENSPTRG00000017463	3	1
ENSPTRG00000017464	0	3
ENSPTRG00000017465	0	3
ENSPTRG00000017470	1	3
ENSPTRG00000017471	2	5
ENSPTRG00000017473	0	1
ENSPTRG00000017474	0	2
ENSPTRG00000017477	0	1
ENSPTRG00000017479	1	0
ENSPTRG00000017480	0	1
ENSPTRG00000017482	1	0
ENSPTRG00000017484	1	0
ENSPTRG00000017486	1	1
ENSPTRG00000017487	2	0
ENSPTRG00000017488	0	1
ENSPTRG00000017489	1	1
ENSPTRG00000017491	1	0
ENSPTRG00000017492	0	1
ENSPTRG00000017493	0	8
ENSPTRG00000017497	2	3
ENSPTRG00000017503	2	3
ENSPTRG00000017504	0	1
ENSPTRG00000017505	1	12
ENSPTRG00000017506	1	1
ENSPTRG00000017507	1	2
ENSPTRG00000017509	1	0
ENSPTRG00000017510	3	4
ENSPTRG00000017512	1	0
ENSPTRG00000017513	0	6
ENSPTRG00000017514	1	0
ENSPTRG00000017517	0	2
ENSPTRG00000017518	0	1
ENSPTRG00000017520	0	3
ENSPTRG00000017524	0	1
ENSPTRG00000017525	2	0
ENSPTRG00000017527	1	1
ENSPTRG00000017531	3	2
ENSPTRG00000017534	0	1
ENSPTRG00000017542	1	0
ENSPTRG00000017543	1	1
ENSPTRG00000017548	0	1
ENSPTRG00000017550	2	0
ENSPTRG00000017551	1	1
ENSPTRG00000017557	0	2
ENSPTRG00000017558	0	1
ENSPTRG00000017563	0	1
ENSPTRG00000017565	1	2
ENSPTRG00000017568	0	1
ENSPTRG00000017569	0	1
ENSPTRG00000017571	0	3
ENSPTRG00000017572	1	0
ENSPTRG00000017574	1	0
ENSPTRG00000017575	4	2
ENSPTRG00000017577	0	2
ENSPTRG00000017580	0	1
ENSPTRG00000017582	1	0
ENSPTRG00000017583	1	0
ENSPTRG00000017586	1	2
ENSPTRG00000017590	0	1
ENSPTRG00000017594	0	4
ENSPTRG00000017595	0	2
ENSPTRG00000017597	1	0
ENSPTRG00000017598	0	1
ENSPTRG00000017603	1	1
ENSPTRG00000017605	0	2
ENSPTRG00000017606	6	5
ENSPTRG00000017609	4	7
ENSPTRG00000017611	1	0
ENSPTRG00000017612	2	4
ENSPTRG00000017614	3	3
ENSPTRG00000017616	0	1
ENSPTRG00000017621	0	1
ENSPTRG00000017625	0	2
ENSPTRG00000017627	1	0
ENSPTRG00000017629	0	2
ENSPTRG00000017631	1	1
ENSPTRG00000017633	0	1
ENSPTRG00000017634	2	1
ENSPTRG00000017635	1	1
ENSPTRG00000017636	0	1
ENSPTRG00000017639	1	3
ENSPTRG00000017642	1	1
ENSPTRG00000017644	2	1
ENSPTRG00000017646	0	1
ENSPTRG00000017656	1	1
ENSPTRG00000017657	0	3
ENSPTRG00000017662	1	0
ENSPTRG00000017663	0	2
ENSPTRG00000017665	1	2
ENSPTRG00000017667	1	0
ENSPTRG00000017668	3	0
ENSPTRG00000017669	4	1
ENSPTRG00000017670	1	1
ENSPTRG00000017672	3	2
ENSPTRG00000017673	1	2
ENSPTRG00000017674	1	0
ENSPTRG00000017675	1	1
ENSPTRG00000017679	1	1
ENSPTRG00000017683	0	3
ENSPTRG00000017687	1	1
ENSPTRG00000017688	1	0
ENSPTRG00000017690	0	1
ENSPTRG00000017691	1	0
ENSPTRG00000017692	0	2
ENSPTRG00000017694	1	8
ENSPTRG00000017696	1	1
ENSPTRG00000017697	1	6
ENSPTRG00000017699	1	6
ENSPTRG00000017700	0	1
ENSPTRG00000017702	2	6
ENSPTRG00000017703	0	1
ENSPTRG00000017705	2	1
ENSPTRG00000017708	0	2
ENSPTRG00000017710	1	0
ENSPTRG00000017711	4	1
ENSPTRG00000017714	0	1
ENSPTRG00000017717	4	3
ENSPTRG00000017719	1	1
ENSPTRG00000017720	0	1
ENSPTRG00000017721	0	1
ENSPTRG00000017722	1	1
ENSPTRG00000017724	6	2
ENSPTRG00000017725	5	1
ENSPTRG00000017727	2	4
ENSPTRG00000017728	2	1
ENSPTRG00000017729	5	7
ENSPTRG00000017730	1	1
ENSPTRG00000017736	1	1
ENSPTRG00000017740	1	0
ENSPTRG00000017742	2	1
ENSPTRG00000017743	0	2
ENSPTRG00000017746	0	1
ENSPTRG00000017750	1	1
ENSPTRG00000017752	0	4
ENSPTRG00000017753	1	1
ENSPTRG00000017756	0	2
ENSPTRG00000017757	0	1
ENSPTRG00000017759	1	0
ENSPTRG00000017761	1	0
ENSPTRG00000017765	1	2
ENSPTRG00000017768	1	1
ENSPTRG00000017770	1	0
ENSPTRG00000017772	0	4
ENSPTRG00000017774	0	2
ENSPTRG00000017775	1	2
ENSPTRG00000017776	2	2
ENSPTRG00000017777	5	6
ENSPTRG00000017778	0	3
ENSPTRG00000017781	0	1
ENSPTRG00000017782	1	2
