ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge
BP	GO:0006720	isoprenoid metabolic process	56	0.44372842833790827	1.843715673046757	6.358359962362236e-4	0.0030340333251919946	0.0017181026919459539	1244	tags=25%, list=12%, signal=22%
BP	GO:0072078	nephron tubule morphogenesis	45	0.47602242061521816	1.8864285941433958	6.379401672002027e-4	0.0030418339098287816	0.0017225199820765321	2186	tags=42%, list=20%, signal=34%
BP	GO:0070509	calcium ion import	43	0.48356919994237585	1.896978235471237	6.390892747945949e-4	0.0030450724269624812	0.0017243538792058495	3042	tags=60%, list=28%, signal=44%
BP	GO:1904358	positive regulation of telomere maintenance via telomere lengthening	27	-0.5725489466272707	-1.9421539233231404	6.427623700336284e-4	0.003060323407654601	0.001732990155796611	2462	tags=56%, list=23%, signal=43%
BP	GO:0060964	regulation of gene silencing by miRNA	69	-0.4258887973439309	-1.782381456497604	6.47380978485024e-4	0.0030800504703252245	0.0017441611337806584	1488	tags=29%, list=14%, signal=25%
BP	GO:1901532	regulation of hematopoietic progenitor cell differentiation	68	-0.42737803289773846	-1.7838317532160515	6.492771786904793e-4	0.0030868056624462994	0.0017479864423794343	3080	tags=60%, list=29%, signal=43%
CC	GO:1902495	transmembrane transporter complex	100	0.36943933730574724	1.718777867786071	6.559480257652526e-4	0.0031162340226970945	0.0017646510401432864	2643	tags=42%, list=25%, signal=32%
BP	GO:0001906	cell killing	62	0.428116274137385	1.8178157433892883	6.573130166690838e-4	0.003120431024187299	0.0017670277047298446	2918	tags=50%, list=27%, signal=37%
BP	GO:0006006	glucose metabolic process	145	0.3317207258079792	1.6395414898312397	6.579488444773419e-4	0.003121162893274653	0.001767442145216933	1805	tags=26%, list=17%, signal=22%
BP	GO:0002828	regulation of type 2 immune response	22	0.6040408179332363	2.0030576627709897	6.598808174441963e-4	0.0031280378178773897	0.0017713352555426543	1070	tags=45%, list=10%, signal=41%
MF	GO:0022839	ion gated channel activity	91	0.3792477690782357	1.7350530762471181	6.608166832269882e-4	0.0031301842889699437	0.0017725507523309331	2417	tags=38%, list=22%, signal=30%
BP	GO:0051568	histone H3-K4 methylation	37	-0.517577284035591	-1.8959413698166043	6.613956515013859e-4	0.003130638291986107	0.0017728078437075324	3195	tags=59%, list=30%, signal=42%
MF	GO:0022836	gated channel activity	92	0.37737654933303577	1.7296980086652898	6.687760678843665e-4	0.0031615284877549933	0.0017903002450152545	2417	tags=38%, list=22%, signal=30%
BP	GO:0007033	vacuole organization	102	-0.3804192326219858	-1.7094989256015332	6.688974624555704e-4	0.0031615284877549933	0.0017903002450152545	2862	tags=37%, list=27%, signal=28%
BP	GO:0046632	alpha-beta T cell differentiation	61	0.42974032006704793	1.8186924616933766	6.704714559042371e-4	0.0031666581882357557	0.0017932050754044578	1744	tags=38%, list=16%, signal=32%
CC	GO:0005657	replication fork	36	-0.5225845617473652	-1.9019668767218592	6.709832663536598e-4	0.0031667673459371565	0.0017932668888786432	2652	tags=58%, list=25%, signal=44%
BP	GO:0045662	negative regulation of myoblast differentiation	16	0.6694740423911677	2.0302955164280925	6.81217107899447e-4	0.003212726971752851	0.0018192927588580954	2582	tags=69%, list=24%, signal=52%
CC	GO:0030684	preribosome	14	-0.6940177031444024	-1.9658600707629559	6.864805217980327e-4	0.0032330536530423243	0.001830803286956716	2200	tags=64%, list=20%, signal=51%
BP	GO:0006949	syncytium formation	33	0.525707767766224	1.936771412666436	6.866601487005753e-4	0.0032330536530423243	0.001830803286956716	1333	tags=33%, list=12%, signal=29%
BP	GO:0046579	positive regulation of Ras protein signal transduction	37	0.5049866398350352	1.9121246349649486	6.8791351944327e-4	0.0032330536530423243	0.001830803286956716	2585	tags=51%, list=24%, signal=39%
CC	GO:0000314	organellar small ribosomal subunit	23	-0.5988829930313082	-1.9489728788659593	6.880217573372477e-4	0.0032330536530423243	0.001830803286956716	2536	tags=57%, list=24%, signal=43%
CC	GO:0005763	mitochondrial small ribosomal subunit	23	-0.5988829930313082	-1.9489728788659593	6.880217573372477e-4	0.0032330536530423243	0.001830803286956716	2536	tags=57%, list=24%, signal=43%
BP	GO:0060560	developmental growth involved in morphogenesis	140	0.3337586799577964	1.6411467384780862	6.896859696041997e-4	0.0032385254224892857	0.0018339018230665446	1558	tags=22%, list=15%, signal=19%
BP	GO:0055017	cardiac muscle tissue growth	64	0.4236239187512835	1.8108178815452325	6.913327958904367e-4	0.003243907688175257	0.0018369496752727334	1337	tags=27%, list=12%, signal=23%
MF	GO:0017046	peptide hormone binding	19	0.632402246315499	2.0142370431420815	6.933742498697128e-4	0.0032511325174788266	0.0018410409285138387	1875	tags=53%, list=17%, signal=44%
BP	GO:0045649	regulation of macrophage differentiation	18	0.6457759002060637	2.0265926206614524	6.941143123692956e-4	0.003252249272706461	0.0018416733210940095	2058	tags=56%, list=19%, signal=45%
BP	GO:0097755	positive regulation of blood vessel diameter	35	0.5150744611987771	1.924619533056916	6.976187490738313e-4	0.0032663074378601353	0.0018496341339149498	2139	tags=37%, list=20%, signal=30%
BP	GO:0043501	skeletal muscle adaptation	18	0.6456485417497078	2.026192940667592	6.98578070005111e-4	0.003268437468327162	0.0018508403207583637	511	tags=28%, list=5%, signal=27%
BP	GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	13	0.7099514130201965	2.0257721193522498	7.077015622511986e-4	0.0033087345767588506	0.0018736596384959963	1816	tags=62%, list=17%, signal=51%
CC	GO:0044853	plasma membrane raft	71	0.40865919321907335	1.7836000347645355	7.091179373855929e-4	0.0033129662828108447	0.0018760559554708584	3067	tags=48%, list=29%, signal=34%
BP	GO:0014015	positive regulation of gliogenesis	44	0.4771977857838356	1.8814309233092803	7.155873798917645e-4	0.00334078258047452	0.0018918076795864484	2686	tags=45%, list=25%, signal=34%
BP	GO:0034103	regulation of tissue remodeling	46	0.47001272068627886	1.8719207672044949	7.212480125354287e-4	0.0033647855444417407	0.0019054000012871846	2371	tags=39%, list=22%, signal=31%
BP	GO:0002063	chondrocyte development	21	0.6102765192081783	1.997944816308337	7.239717583772273e-4	0.0033750625858161394	0.0019112196514221996	2350	tags=48%, list=22%, signal=37%
BP	GO:0044273	sulfur compound catabolic process	31	0.5348153760048718	1.9402418579600198	7.26181804153306e-4	0.0033829317691685284	0.001915675787414147	1753	tags=42%, list=16%, signal=35%
BP	GO:0070229	negative regulation of lymphocyte apoptotic process	19	0.6311878861560714	2.01036923711975	7.291613079275043e-4	0.0033943716058694165	0.0019221539015693288	2374	tags=58%, list=22%, signal=45%
BP	GO:0019229	regulation of vasoconstriction	31	0.53410870845815706	1.9376781583819704	7.397977129811805e-4	0.0034414136253539482	0.0019487927059752867	1840	tags=45%, list=17%, signal=38%
BP	GO:0072109	glomerular mesangium development	12	0.7255631581303976	2.0202667899680486	7.44262881600364e-4	0.0034597011999787366	0.00195914853527061	2119	tags=67%, list=20%, signal=54%
BP	GO:0033628	regulation of cell adhesion mediated by integrin	35	0.5134381323377692	1.9185052510925746	7.454945455788982e-4	0.003462942405269721	0.001960983954641041	2360	tags=43%, list=22%, signal=34%
BP	GO:0001738	morphogenesis of a polarized epithelium	104	-0.3765776345958612	-1.6978528827676151	7.466032110756371e-4	0.0034656080284886305	0.0019624934352357646	2472	tags=36%, list=23%, signal=28%
MF	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	18	0.6432577552636617	2.01869010532076	7.499112828169882e-4	0.003478471805765271	0.001969777893908014	2044	tags=61%, list=19%, signal=50%
BP	GO:0048525	negative regulation of viral process	65	0.4197058274644919	1.7997868830684796	7.525989280740501e-4	0.0034884413833475283	0.0019754234344297405	2212	tags=40%, list=21%, signal=32%
BP	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	78	0.39628946281718413	1.7615364064296117	7.58671376751464e-4	0.0035140747114721137	0.0019899389935334293	2326	tags=42%, list=22%, signal=33%
BP	GO:1904353	regulation of telomere capping	21	-0.6131360947519598	-1.9473243819753587	7.637419382795404e-4	0.0035350341143224446	0.0020018078171747953	2652	tags=67%, list=25%, signal=50%
BP	GO:0007218	neuropeptide signaling pathway	16	0.6662141061556945	2.0204091974618144	7.658126964621235e-4	0.0035420887031224558	0.0020058026671677842	1640	tags=44%, list=15%, signal=37%
BP	GO:0001707	mesoderm formation	44	0.47558637887118815	1.8750776859603069	7.708095571181386e-4	0.0035626575821152196	0.002017450346207546	2240	tags=39%, list=21%, signal=31%
MF	GO:0070888	E-box binding	35	0.5119200636469288	1.9128328583124827	7.751319434153682e-4	0.003580081962460147	0.0020273173686055994	1685	tags=37%, list=16%, signal=31%
MF	GO:0008307	structural constituent of muscle	29	0.5435340608090319	1.9387386602529022	7.763623688332383e-4	0.003583210933076484	0.0020290892320832723	1639	tags=34%, list=15%, signal=29%
BP	GO:0032355	response to estradiol	85	0.38545948725158313	1.7412807609210186	7.793452070269768e-4	0.003594417751982071	0.00203543539366626	798	tags=22%, list=7%, signal=21%
BP	GO:0043624	cellular protein complex disassembly	158	-0.3351475202486802	-1.612641351527559	7.841417302951164e-4	0.0036139675763245762	0.0020465060056964707	2824	tags=34%, list=26%, signal=26%
MF	GO:0008514	organic anion transmembrane transporter activity	70	0.408071367203964	1.776159126126979	7.882668247906387e-4	0.0036303973167330053	0.0020558097865710293	2303	tags=40%, list=21%, signal=32%
BP	GO:0048524	positive regulation of viral process	86	-0.39709480958136073	-1.7320357146347805	7.906145951932699e-4	0.0036386239892417537	0.002060468360379589	2728	tags=42%, list=25%, signal=31%
BP	GO:0032692	negative regulation of interleukin-1 production	16	0.665014530234578	2.0167712765566823	7.92527092850337e-4	0.0036448371622925363	0.002063986736152011	2767	tags=69%, list=26%, signal=51%
BP	GO:0002448	mast cell mediated immunity	28	0.5507550166054204	1.9470107783617725	7.979943891725951e-4	0.003667378469388948	0.0020767513554726886	2161	tags=54%, list=20%, signal=43%
BP	GO:0061383	trabecula morphogenesis	36	0.5074255565334868	1.9091070963952264	7.988314237458347e-4	0.0036686234060049673	0.002077456334199694	1474	tags=39%, list=14%, signal=34%
CC	GO:0035770	ribonucleoprotein granule	129	-0.35302418793108437	-1.6482064065451736	8.0279243860405e-4	0.0036821790499191416	0.002085132580899631	3020	tags=41%, list=28%, signal=30%
BP	GO:0140115	export across plasma membrane	14	0.6907100550742009	2.0142618529758285	8.029723285088449e-4	0.0036821790499191416	0.002085132580899631	1479	tags=57%, list=14%, signal=49%
MF	GO:0003697	single-stranded DNA binding	62	-0.4357472373863328	-1.7858869882433503	8.034878358928497e-4	0.0036821790499191416	0.002085132580899631	3183	tags=50%, list=30%, signal=35%
BP	GO:2000778	positive regulation of interleukin-6 secretion	15	0.677409106058266	2.0159045186403435	8.048647627094149e-4	0.0036858824468954123	0.002087229728700034	1829	tags=60%, list=17%, signal=50%
BP	GO:0043031	negative regulation of macrophage activation	10	0.7602574697447217	2.0003565299254826	8.065880884301861e-4	0.0036911658284093265	0.0020902215850933906	1270	tags=70%, list=12%, signal=62%
MF	GO:0015077	monovalent inorganic cation transmembrane transporter activity	106	0.35929828676446807	1.6886335001021748	8.212826060096567e-4	0.003755759553241056	0.0021267995130926443	2589	tags=41%, list=24%, signal=31%
BP	GO:0051931	regulation of sensory perception	16	0.6640795662226607	2.0139358369112	8.259200883356041e-4	0.0037743033655957083	0.0021373004438704746	1992	tags=56%, list=19%, signal=46%
BP	GO:0032392	DNA geometric change	60	-0.4390060450727125	-1.787198535382387	8.273208273208273e-4	0.0037780401416765055	0.0021394164934834792	3353	tags=52%, list=31%, signal=36%
MF	GO:0033293	monocarboxylic acid binding	31	0.5316068302622923	1.9286016639187857	8.328397566383229e-4	0.0038005645232509384	0.0021521715282736796	2418	tags=55%, list=23%, signal=43%
BP	GO:0030316	osteoclast differentiation	60	0.42778856874528515	1.8041980869985195	8.475822890325654e-4	0.0038651183905214805	0.0021887268858606047	1361	tags=32%, list=13%, signal=28%
BP	GO:0045807	positive regulation of endocytosis	98	0.36675131260340527	1.7001630088201474	8.503073632281811e-4	0.0038748183640777874	0.0021942197558764078	1650	tags=26%, list=15%, signal=22%
CC	GO:0043596	nuclear replication fork	18	-0.6383643705718979	-1.9431209159227718	8.515279491402286e-4	0.0038776536264432055	0.0021958252991847002	2469	tags=61%, list=23%, signal=47%
MF	GO:0017137	Rab GTPase binding	91	-0.38853275657583	-1.7116754834679055	8.568921432091727e-4	0.00389934065168219	0.0022081061585061917	2820	tags=44%, list=26%, signal=33%
BP	GO:0060840	artery development	69	0.40834006908006193	1.7721690818349372	8.580583432656525e-4	0.0039019074135869672	0.002209559656231996	2877	tags=49%, list=27%, signal=36%
CC	GO:0036477	somatodendritic compartment	462	0.24485503767086583	1.3938550480155407	8.600572393043224e-4	0.0039082544955764435	0.002213153861530131	2518	tags=31%, list=23%, signal=25%
BP	GO:0045989	positive regulation of striated muscle contraction	11	0.7398699224118384	2.005539981519248	8.617440730300552e-4	0.003910488258318634	0.002214418789554704	1661	tags=64%, list=15%, signal=54%
BP	GO:0097006	regulation of plasma lipoprotein particle levels	56	0.43794523913559064	1.8196862084202803	8.61755745814662e-4	0.003910488258318634	0.002214418789554704	1344	tags=27%, list=13%, signal=24%
BP	GO:0044321	response to leptin	17	0.6500550556108307	2.0063491228827894	8.629801581461313e-4	0.003913304006149007	0.0022160132822344764	1042	tags=47%, list=10%, signal=43%
BP	GO:0060147	regulation of posttranscriptional gene silencing	71	-0.41771610259199105	-1.7582046327939973	8.687629337081756e-4	0.003934020831886078	0.002227744740083637	2690	tags=39%, list=25%, signal=30%
BP	GO:0060966	regulation of gene silencing by RNA	71	-0.41771610259199105	-1.7582046327939973	8.687629337081756e-4	0.003934020831886078	0.002227744740083637	2690	tags=39%, list=25%, signal=30%
BP	GO:0042100	B cell proliferation	42	0.48008418133576436	1.8734867300708968	8.748243462926735e-4	0.0039587023491456175	0.0022417213107734928	2374	tags=45%, list=22%, signal=35%
CC	GO:0042641	actomyosin	54	0.4423060742664928	1.824021042542955	8.75591663066754e-4	0.003959409613867805	0.0022421218183793327	2098	tags=39%, list=20%, signal=31%
CC	GO:0005901	caveola	55	0.4391173528760096	1.8180068053446437	8.788531199285757e-4	0.003971386483359254	0.002248904041746322	1979	tags=36%, list=18%, signal=30%
BP	GO:0034612	response to tumor necrosis factor	195	0.30124904104726913	1.5546147780627846	8.878282847722053e-4	0.00400655919254086	0.0022688215310587125	2002	tags=32%, list=19%, signal=27%
BP	GO:0070527	platelet aggregation	41	0.4837527938061199	1.8771463903438754	8.878733025445485e-4	0.00400655919254086	0.0022688215310587125	2360	tags=44%, list=22%, signal=34%
BP	GO:0046849	bone remodeling	52	0.448880579487986	1.836264737828999	8.902820153759123e-4	0.004014632887707663	0.002273393477347127	2190	tags=38%, list=20%, signal=31%
BP	GO:0010001	glial cell differentiation	141	0.3302774630308595	1.6257423149928258	8.914581424396155e-4	0.004017141003483107	0.0022748137651302973	1685	tags=26%, list=16%, signal=22%
BP	GO:0015701	bicarbonate transport	18	0.6383443613157116	2.0032707502253766	8.949834059809889e-4	0.004030224093646148	0.002282222415602741	685	tags=33%, list=6%, signal=31%
BP	GO:0060071	Wnt signaling pathway, planar cell polarity pathway	80	-0.4024480277449947	-1.7325168774664104	9.036482855735921e-4	0.0040664172850811645	0.0023027177803432324	2046	tags=35%, list=19%, signal=29%
BP	GO:0090066	regulation of anatomical structure size	292	0.27145035411706253	1.4732472258191711	9.071829937038792e-4	0.004079490492159013	0.002310120834253788	2144	tags=26%, list=20%, signal=21%
BP	GO:0046755	viral budding	17	-0.6489245067669197	-1.9439630686018472	9.228437366287376e-4	0.00414703704116104	0.0023483708780843706	1073	tags=35%, list=10%, signal=32%
BP	GO:0060415	muscle tissue morphogenesis	56	0.4358306344482116	1.810899911317292	9.316278333131481e-4	0.004183609396998752	0.002369080954830677	1000	tags=21%, list=9%, signal=20%
BP	GO:0051412	response to corticosterone	10	0.7551437614103196	1.9869015620153476	9.384553508438406e-4	0.004211350881903107	0.0023847903142160867	513	tags=40%, list=5%, signal=38%
BP	GO:0072678	T cell migration	35	0.5075881739623004	1.8966463840643135	9.392775314327402e-4	0.004212123462757202	0.0023852278088322947	1033	tags=31%, list=10%, signal=28%
BP	GO:0090049	regulation of cell migration involved in sprouting angiogenesis	34	0.5129667770431853	1.903279607056977	9.471033663149939e-4	0.004244280645726944	0.00240343767560171	2579	tags=50%, list=24%, signal=38%
BP	GO:0002886	regulation of myeloid leukocyte mediated immunity	32	0.5239411938895535	1.915201606425807	9.4799012453453e-4	0.004245318595012961	0.0024040254422051954	2161	tags=44%, list=20%, signal=35%
BP	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	58	0.4303681178344576	1.8018823829973247	9.535377649914088e-4	0.0042672132024477415	0.0024164238505089064	2119	tags=38%, list=20%, signal=31%
BP	GO:0002367	cytokine production involved in immune response	63	0.41843444415757625	1.7828560466530339	9.552820306299007e-4	0.004272068708407009	0.0024191734109010456	2935	tags=51%, list=27%, signal=37%
BP	GO:0071624	positive regulation of granulocyte chemotaxis	16	0.6602726883666864	2.0023908231344625	9.639444696747077e-4	0.0043048657225996595	0.0024377455992499043	1993	tags=75%, list=19%, signal=61%
BP	GO:0090023	positive regulation of neutrophil chemotaxis	16	0.6602726883666864	2.0023908231344625	9.639444696747077e-4	0.0043048657225996595	0.0024377455992499043	1993	tags=75%, list=19%, signal=61%
BP	GO:0050864	regulation of B cell activation	75	0.39639928876228825	1.7488489084332335	9.667659433650073e-4	0.004314492639810777	0.002443197099152106	2374	tags=40%, list=22%, signal=31%
CC	GO:0035861	site of double-strand break	36	-0.5140367785422322	-1.8708568866540278	9.699890720497203e-4	0.004325897582162552	0.0024496554534468246	2811	tags=56%, list=26%, signal=41%
BP	GO:0033119	negative regulation of RNA splicing	17	-0.6470394214656011	-1.9383159768851466	9.73609207405957e-4	0.004339056165055434	0.002457106853700982	2047	tags=53%, list=19%, signal=43%
BP	GO:0010863	positive regulation of phospholipase C activity	26	0.5600569821296083	1.9426802459693375	9.761838201477126e-4	0.004347540312410431	0.0024619112295423593	2398	tags=58%, list=22%, signal=45%
BP	GO:0051952	regulation of amine transport	33	0.5167082231691423	1.9036159948252536	9.799686228143972e-4	0.0043613988158223175	0.0024697589785504545	2303	tags=58%, list=21%, signal=45%
BP	GO:0010544	negative regulation of platelet activation	13	0.7011345887259179	2.0006142331800185	9.81935917623538e-4	0.00436715493905321	0.002473018537612003	2769	tags=77%, list=26%, signal=57%
BP	GO:0060627	regulation of vesicle-mediated transport	307	0.2671137170604941	1.457771897972416	9.94570845412542e-4	0.0044203148685001865	0.0025031217725132635	2271	tags=28%, list=21%, signal=23%
BP	GO:0007219	Notch signaling pathway	130	0.3352828956630004	1.6295120313566285	9.96386864464257e-4	0.004425350844227818	0.002505973528748891	2585	tags=40%, list=24%, signal=31%
BP	GO:0031062	positive regulation of histone methylation	24	-0.5812007162020693	-1.912462925696179	9.972871628980372e-4	0.0044263156271090965	0.0025065198629146052	3231	tags=75%, list=30%, signal=53%
BP	GO:0048009	insulin-like growth factor receptor signaling pathway	24	0.5750869823913585	1.9522717303443011	0.0010011361207662628	0.004440357332351391	0.0025144713548695503	1816	tags=42%, list=17%, signal=35%
CC	GO:1990351	transporter complex	104	0.35817227014034925	1.6778587927784	0.0010088424923490062	0.004471476983872476	0.0025320936916470842	2643	tags=40%, list=25%, signal=31%
BP	GO:1902895	positive regulation of pri-miRNA transcription by RNA polymerase II	24	0.5746969191682447	1.9509475664754454	0.0010146345853159202	0.004494075265104008	0.002544890574098858	2686	tags=58%, list=25%, signal=44%
BP	GO:0033005	positive regulation of mast cell activation	11	0.735039552639325	1.9924464641172723	0.001020428403613595	0.004516650311076568	0.002557674298962462	456	tags=36%, list=4%, signal=35%
BP	GO:0016241	regulation of macroautophagy	133	-0.3465571658645664	-1.625820515944449	0.0010260647310820364	0.004538497923147847	0.002570046094881968	2585	tags=38%, list=24%, signal=29%
BP	GO:0006575	cellular modified amino acid metabolic process	108	0.3541119682467914	1.6700233460965108	0.0010322968362282878	0.004562949180599798	0.002583892274784097	2997	tags=47%, list=28%, signal=34%
BP	GO:0060350	endochondral bone morphogenesis	41	0.4800642946087432	1.862833598680874	0.0010392935556916808	0.00459074454047859	0.002599632142317798	2436	tags=41%, list=23%, signal=32%
BP	GO:0007588	excretion	32	0.5211633016760283	1.9050473683321656	0.0010502912171101988	0.004633683136546972	0.0026239472732298157	2160	tags=50%, list=20%, signal=40%
BP	GO:0002718	regulation of cytokine production involved in immune response	53	0.4419802791291082	1.815825659318358	0.0010504445258622689	0.004633683136546972	0.0026239472732298157	1325	tags=30%, list=12%, signal=27%
BP	GO:0001541	ovarian follicle development	35	0.5048326854305726	1.886350266802093	0.0010555473229450455	0.0046530249337985675	0.002634900084344023	1317	tags=34%, list=12%, signal=30%
BP	GO:0006814	sodium ion transport	101	0.3604246870824136	1.6801062639697646	0.0010568758460435925	0.004655714128050632	0.0026364229126680477	2591	tags=40%, list=24%, signal=30%
BP	GO:0035812	renal sodium excretion	15	0.6699339956780687	1.9936593072045836	0.0010583304614632085	0.004658954748832603	0.002638258001044583	1990	tags=53%, list=19%, signal=44%
CC	GO:0015030	Cajal body	42	-0.48751925369743376	-1.8384009653218656	0.0010593708258486482	0.004660368602511364	0.00263905863358587	3700	tags=64%, list=34%, signal=42%
BP	GO:0010927	cellular component assembly involved in morphogenesis	77	0.3918814910674464	1.737720528455177	0.0010613020375577734	0.004663541611217539	0.0026408554348122705	2256	tags=38%, list=21%, signal=30%
BP	GO:0002523	leukocyte migration involved in inflammatory response	10	0.7521218027584781	1.978950315282572	0.001061531462429918	0.004663541611217539	0.0026408554348122705	1323	tags=70%, list=12%, signal=61%
BP	GO:0048511	rhythmic process	179	0.3059217100960862	1.5600680533741436	0.0010632155402432169	0.004667775542531196	0.002643253011901194	1771	tags=26%, list=16%, signal=22%
BP	GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	45	0.4645389864535344	1.8409209087415903	0.0010732134220768753	0.0047084786560989515	0.0026663022409293287	1934	tags=40%, list=18%, signal=33%
CC	GO:0070161	anchoring junction	395	0.2514681831330076	1.4097520158099375	0.001073988399785772	0.004708690683769826	0.002666422307280964	3094	tags=39%, list=29%, signal=29%
BP	GO:0015850	organic hydroxy compound transport	107	0.3543805088324894	1.6684492834898332	0.0010831269657421722	0.004745546137937306	0.00268729269604442	2316	tags=36%, list=22%, signal=29%
BP	GO:0032414	positive regulation of ion transmembrane transporter activity	58	0.42725167262320296	1.7888343260176576	0.0010840955029853426	0.0047465803103682565	0.0026878783239024924	1523	tags=24%, list=14%, signal=21%
BP	GO:0045637	regulation of myeloid cell differentiation	156	0.3176521080975591	1.5877280516931662	0.0010856075516165022	0.0047499911779034	0.002689809819066155	2058	tags=31%, list=19%, signal=25%
BP	GO:0051953	negative regulation of amine transport	11	0.7335859855036326	1.9885063296177505	0.0010887508237259521	0.004760529917506188	0.0026957776628373244	1798	tags=73%, list=17%, signal=61%
BP	GO:0002699	positive regulation of immune effector process	119	0.34225079362528327	1.6400815748127469	0.0010906992213483586	0.004765833414927419	0.0026987809104023694	1731	tags=26%, list=16%, signal=22%
BP	GO:0032412	regulation of ion transmembrane transporter activity	123	0.33908460703279586	1.633525779761944	0.0010992732037434178	0.004800060889661286	0.0027181631353734963	2270	tags=33%, list=21%, signal=26%
MF	GO:0008509	anion transmembrane transporter activity	108	0.3528107200112221	1.663886544385948	0.0011049937965260546	0.004821791112113692	0.0027304684562749083	3209	tags=47%, list=30%, signal=33%
BP	GO:2001056	positive regulation of cysteine-type endopeptidase activity	86	0.3780987706956677	1.7119120805094812	0.0011086183754091756	0.004834352000438397	0.0027375813959597548	2326	tags=40%, list=22%, signal=31%
BP	GO:1905515	non-motile cilium assembly	38	-0.5015115134176213	-1.8481504405278983	0.0011102722387529422	0.0048383080747270105	0.0027398216290608125	2882	tags=58%, list=27%, signal=43%
BP	GO:0030888	regulation of B cell proliferation	37	0.49436408531828546	1.8719024853564548	0.0011130029367736626	0.004846948273046595	0.00274471437294354	2374	tags=49%, list=22%, signal=38%
BP	GO:0060142	regulation of syncytium formation by plasma membrane fusion	16	0.6556712694574884	1.9884362265571491	0.001117552248906936	0.0048634913182786736	0.002754082315711413	1333	tags=44%, list=12%, signal=38%
MF	GO:0000049	tRNA binding	41	-0.49024925963942506	-1.8387340720670335	0.0011220837787101886	0.004879934822846994	0.0027633938909104325	3496	tags=59%, list=33%, signal=40%
BP	GO:1901987	regulation of cell cycle phase transition	317	-0.27962828784515037	-1.4674284044177985	0.0011309085647055862	0.004915015090068544	0.0027832590324852087	2046	tags=29%, list=19%, signal=24%
BP	GO:0007411	axon guidance	128	0.3343563419930258	1.620968338016798	0.0011373595533278845	0.004939169739135333	0.002796937249939209	1756	tags=25%, list=16%, signal=21%
BP	GO:0008544	epidermis development	158	0.31556467817459966	1.580168889780223	0.0011379908056371995	0.004939169739135333	0.002796937249939209	1660	tags=28%, list=15%, signal=24%
BP	GO:0032411	positive regulation of transporter activity	61	0.4196170487760774	1.7758500372690347	0.0011400350887849047	0.004943030497301321	0.0027991235077310596	1523	tags=25%, list=14%, signal=21%
MF	GO:0001871	pattern binding	13	0.6973699941924402	1.9898723563322176	0.001141168769130058	0.004943030497301321	0.0027991235077310596	2266	tags=62%, list=21%, signal=49%
MF	GO:0030247	polysaccharide binding	13	0.6973699941924402	1.9898723563322176	0.001141168769130058	0.004943030497301321	0.0027991235077310596	2266	tags=62%, list=21%, signal=49%
BP	GO:0110111	negative regulation of animal organ morphogenesis	20	0.6077103269362275	1.963054206239982	0.0011441212096786834	0.004952508643098108	0.0028044907618323595	2943	tags=65%, list=27%, signal=47%
BP	GO:1905523	positive regulation of macrophage migration	13	0.6969976353571512	1.9888098693322778	0.0011455919038941278	0.004955564444081408	0.00280622119104415	1524	tags=69%, list=14%, signal=59%
MF	GO:0019199	transmembrane receptor protein kinase activity	50	0.44853957404109696	1.8191692624672715	0.0011507373285760262	0.004973878603905833	0.002816592074921334	3659	tags=62%, list=34%, signal=41%
MF	GO:0003713	transcription coactivator activity	212	-0.3066467453415104	-1.5352046295127877	0.001151360787941165	0.004973878603905833	0.002816592074921334	2560	tags=33%, list=24%, signal=26%
BP	GO:0003180	aortic valve morphogenesis	24	0.5719251291115308	1.9415380553304173	0.0011586182071789334	0.005000682226912396	0.0028317703448694958	2581	tags=71%, list=24%, signal=54%
BP	GO:0023061	signal release	241	0.28165880665079945	1.4943130537986025	0.0011591087507442006	0.005000682226912396	0.0028317703448694958	2275	tags=29%, list=21%, signal=23%
BP	GO:0001952	regulation of cell-matrix adhesion	85	0.37899895148323254	1.712095834850361	0.0011725927885543504	0.005055489866821151	0.0028628066399835174	2614	tags=39%, list=24%, signal=30%
BP	GO:0035567	non-canonical Wnt signaling pathway	110	-0.36435042940346857	-1.657661256363891	0.0011788440863873277	0.0050790622870943375	0.0028761551547775927	2472	tags=38%, list=23%, signal=30%
CC	GO:0031233	intrinsic component of external side of plasma membrane	10	0.7483318020910784	1.968978229660052	0.0011955965125504666	0.005147817542409982	0.002915089660955361	1452	tags=60%, list=14%, signal=52%
BP	GO:1903901	negative regulation of viral life cycle	57	0.4275584528999386	1.7835766676294995	0.0012043926553014243	0.005182247281775052	0.00293458642369523	2212	tags=42%, list=21%, signal=34%
BP	GO:0051930	regulation of sensory perception of pain	15	0.6651108720519323	1.979306153955042	0.0012117439107089257	0.005209989711531573	0.002950296318128503	1992	tags=60%, list=19%, signal=49%
